"Status","Year","Age","Function_of_post","Responsibility_level_ungrouped","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","20-29","Grants Management","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Grants Management","EO","Unknown","40","40","24710","24920"
"In post","2021","20-29","Grants Management","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Grants Management","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Grants Management","HEO","Unknown","5","5","[c]","[c]"
"In post","2021","20-29","Grants Management","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Grants Management","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Grants Management","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Human Resources","AA","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","20-29","Human Resources","AA","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Human Resources","AA","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Human Resources","AA","Unknown","15","15","[c]","[c]"
"In post","2021","20-29","Human Resources","AO","Heterosexual / straight","155","155","21520","20920"
"In post","2021","20-29","Human Resources","AO","LGBO","25","25","[c]","[c]"
"In post","2021","20-29","Human Resources","AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Human Resources","AO","Unknown","55","50","21070","20920"
"In post","2021","20-29","Human Resources","EO","Heterosexual / straight","285","280","25910","26350"
"In post","2021","20-29","Human Resources","EO","LGBO","25","25","[c]","[c]"
"In post","2021","20-29","Human Resources","EO","Undeclared","15","15","[c]","[c]"
"In post","2021","20-29","Human Resources","EO","Unknown","90","85","25870","26240"
"In post","2021","20-29","Human Resources","G6","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","20-29","Human Resources","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Human Resources","G7","Heterosexual / straight","75","75","54140","53380"
"In post","2021","20-29","Human Resources","G7","LGBO","15","15","[c]","[c]"
"In post","2021","20-29","Human Resources","G7","Undeclared","5","5","[c]","[c]"
"In post","2021","20-29","Human Resources","G7","Unknown","15","15","[c]","[c]"
"In post","2021","20-29","Human Resources","HEO","Heterosexual / straight","315","315","31700","32000"
"In post","2021","20-29","Human Resources","HEO","LGBO","40","40","31640","31810"
"In post","2021","20-29","Human Resources","HEO","Undeclared","15","15","[c]","[c]"
"In post","2021","20-29","Human Resources","HEO","Unknown","75","75","31850","32000"
"In post","2021","20-29","Human Resources","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Human Resources","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Human Resources","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Human Resources","SEO","Heterosexual / straight","80","80","38990","38630"
"In post","2021","20-29","Human Resources","SEO","LGBO","10","10","[c]","[c]"
"In post","2021","20-29","Human Resources","SEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Human Resources","SEO","Unknown","25","25","[c]","[c]"
"In post","2021","20-29","Human Resources","Unknown","Heterosexual / straight","30","30","26210","24080"
"In post","2021","20-29","Human Resources","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Human Resources","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Internal Audit","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Internal Audit","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Internal Audit","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Internal Audit","EO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","20-29","Internal Audit","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Internal Audit","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Internal Audit","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Internal Audit","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Internal Audit","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Internal Audit","HEO","Heterosexual / straight","20","20","[c]","[c]"
"In post","2021","20-29","Internal Audit","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Internal Audit","HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Internal Audit","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Internal Audit","SEO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","20-29","Internal Audit","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Internal Audit","SEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Internal Audit","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Legal","AA","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","20-29","Legal","AA","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Legal","AA","Undeclared","20","15","[c]","[c]"
"In post","2021","20-29","Legal","AO","Heterosexual / straight","350","345","21920","21950"
"In post","2021","20-29","Legal","AO","LGBO","35","35","22090","21950"
"In post","2021","20-29","Legal","AO","Undeclared","135","130","21770","21950"
"In post","2021","20-29","Legal","AO","Unknown","60","60","20480","20120"
"In post","2021","20-29","Legal","EO","Heterosexual / straight","340","335","27430","26970"
"In post","2021","20-29","Legal","EO","LGBO","45","40","27290","26970"
"In post","2021","20-29","Legal","EO","Undeclared","70","70","28440","29310"
"In post","2021","20-29","Legal","EO","Unknown","85","85","26710","26970"
"In post","2021","20-29","Legal","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Legal","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Legal","G7","Heterosexual / straight","150","150","51230","51120"
"In post","2021","20-29","Legal","G7","LGBO","15","15","[c]","[c]"
"In post","2021","20-29","Legal","G7","Undeclared","10","10","[c]","[c]"
"In post","2021","20-29","Legal","G7","Unknown","25","20","[c]","[c]"
"In post","2021","20-29","Legal","HEO","Heterosexual / straight","220","220","35270","35000"
"In post","2021","20-29","Legal","HEO","LGBO","30","30","36380","38000"
"In post","2021","20-29","Legal","HEO","Undeclared","25","25","[c]","[c]"
"In post","2021","20-29","Legal","HEO","Unknown","90","90","31450","30850"
"In post","2021","20-29","Legal","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Legal","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Legal","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Legal","SEO","Heterosexual / straight","110","110","37350","37940"
"In post","2021","20-29","Legal","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Legal","SEO","Undeclared","10","10","[c]","[c]"
"In post","2021","20-29","Legal","SEO","Unknown","15","15","[c]","[c]"
"In post","2021","20-29","Legal","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Legal","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Legal","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","20-29","No function","AA","Heterosexual / straight","945","900","20120","20600"
"In post","2021","20-29","No function","AA","LGBO","115","110","19810","20600"
"In post","2021","20-29","No function","AA","Undeclared","80","75","20040","20600"
"In post","2021","20-29","No function","AA","Unknown","555","535","19830","20600"
"In post","2021","20-29","No function","AO","Heterosexual / straight","7710","7525","23700","22850"
"In post","2021","20-29","No function","AO","LGBO","850","835","23760","22850"
"In post","2021","20-29","No function","AO","Undeclared","515","495","23870","22680"
"In post","2021","20-29","No function","AO","Unknown","4820","4705","22750","21590"
"In post","2021","20-29","No function","EO","Heterosexual / straight","3720","3690","27290","26740"
"In post","2021","20-29","No function","EO","LGBO","410","405","27010","26410"
"In post","2021","20-29","No function","EO","Undeclared","355","350","27440","26880"
"In post","2021","20-29","No function","EO","Unknown","1455","1440","26740","26410"
"In post","2021","20-29","No function","G6","Heterosexual / straight","90","90","64030","64510"
"In post","2021","20-29","No function","G6","LGBO","20","20","[c]","[c]"
"In post","2021","20-29","No function","G6","Undeclared","10","10","[c]","[c]"
"In post","2021","20-29","No function","G6","Unknown","55","55","64090","64500"
"In post","2021","20-29","No function","G7","Heterosexual / straight","1295","1290","53670","53360"
"In post","2021","20-29","No function","G7","LGBO","220","215","53570","53360"
"In post","2021","20-29","No function","G7","Undeclared","155","155","54260","53380"
"In post","2021","20-29","No function","G7","Unknown","485","485","53790","53380"
"In post","2021","20-29","No function","HEO","Heterosexual / straight","4030","4005","32530","32540"
"In post","2021","20-29","No function","HEO","LGBO","565","560","32360","32650"
"In post","2021","20-29","No function","HEO","Undeclared","440","440","32980","32790"
"In post","2021","20-29","No function","HEO","Unknown","2970","2965","31170","31810"
"In post","2021","20-29","No function","SCS level","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","20-29","No function","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","No function","SCS level","Unknown","5","5","[c]","[c]"
"In post","2021","20-29","No function","SEO","Heterosexual / straight","1260","1250","39380","39600"
"In post","2021","20-29","No function","SEO","LGBO","195","195","39720","40050"
"In post","2021","20-29","No function","SEO","Undeclared","135","130","39510","40050"
"In post","2021","20-29","No function","SEO","Unknown","455","450","39520","40050"
"In post","2021","20-29","No function","Unknown","Heterosexual / straight","1605","1575","25730","23840"
"In post","2021","20-29","No function","Unknown","LGBO","135","135","24290","22920"
"In post","2021","20-29","No function","Unknown","Undeclared","80","80","25360","23840"
"In post","2021","20-29","No function","Unknown","Unknown","290","280","23200","22920"
"In post","2021","20-29","Project Delivery","AA","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","20-29","Project Delivery","AA","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Project Delivery","AA","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Project Delivery","AA","Unknown","5","5","[c]","[c]"
"In post","2021","20-29","Project Delivery","AO","Heterosexual / straight","70","65","21850","21490"
"In post","2021","20-29","Project Delivery","AO","LGBO","10","10","[c]","[c]"
"In post","2021","20-29","Project Delivery","AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Project Delivery","AO","Unknown","35","35","22780","21490"
"In post","2021","20-29","Project Delivery","EO","Heterosexual / straight","990","975","23790","25310"
"In post","2021","20-29","Project Delivery","EO","LGBO","70","70","23830","25440"
"In post","2021","20-29","Project Delivery","EO","Undeclared","65","65","24010","25560"
"In post","2021","20-29","Project Delivery","EO","Unknown","245","245","24310","25560"
"In post","2021","20-29","Project Delivery","G6","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","20-29","Project Delivery","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Project Delivery","G6","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Project Delivery","G6","Unknown","5","5","[c]","[c]"
"In post","2021","20-29","Project Delivery","G7","Heterosexual / straight","145","145","51480","52850"
"In post","2021","20-29","Project Delivery","G7","LGBO","25","25","[c]","[c]"
"In post","2021","20-29","Project Delivery","G7","Undeclared","15","15","[c]","[c]"
"In post","2021","20-29","Project Delivery","G7","Unknown","70","70","50640","52500"
"In post","2021","20-29","Project Delivery","HEO","Heterosexual / straight","1040","1035","31000","31600"
"In post","2021","20-29","Project Delivery","HEO","LGBO","90","90","31090","31810"
"In post","2021","20-29","Project Delivery","HEO","Undeclared","90","90","31290","31810"
"In post","2021","20-29","Project Delivery","HEO","Unknown","300","300","32910","32030"
"In post","2021","20-29","Project Delivery","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Project Delivery","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Project Delivery","SEO","Heterosexual / straight","415","415","38660","38630"
"In post","2021","20-29","Project Delivery","SEO","LGBO","30","30","38500","38750"
"In post","2021","20-29","Project Delivery","SEO","Undeclared","35","35","39950","40050"
"In post","2021","20-29","Project Delivery","SEO","Unknown","115","115","38690","38630"
"In post","2021","20-29","Project Delivery","Unknown","Heterosexual / straight","225","225","29600","28500"
"In post","2021","20-29","Project Delivery","Unknown","LGBO","15","15","[c]","[c]"
"In post","2021","20-29","Project Delivery","Unknown","Undeclared","20","20","[c]","[c]"
"In post","2021","20-29","Project Delivery","Unknown","Unknown","35","35","28870","31600"
"In post","2021","20-29","Property","AA","Heterosexual / straight","50","45","18990","18760"
"In post","2021","20-29","Property","AA","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Property","AA","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Property","AA","Unknown","30","30","[c]","[c]"
"In post","2021","20-29","Property","AO","Heterosexual / straight","85","80","21650","21050"
"In post","2021","20-29","Property","AO","LGBO","10","10","[c]","[c]"
"In post","2021","20-29","Property","AO","Undeclared","10","5","[c]","[c]"
"In post","2021","20-29","Property","AO","Unknown","145","145","22740","21100"
"In post","2021","20-29","Property","EO","Heterosexual / straight","165","160","26020","25860"
"In post","2021","20-29","Property","EO","LGBO","15","15","[c]","[c]"
"In post","2021","20-29","Property","EO","Undeclared","10","10","[c]","[c]"
"In post","2021","20-29","Property","EO","Unknown","110","100","26470","25860"
"In post","2021","20-29","Property","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Property","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Property","G7","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","20-29","Property","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Property","HEO","Heterosexual / straight","125","120","31870","32100"
"In post","2021","20-29","Property","HEO","LGBO","15","15","[c]","[c]"
"In post","2021","20-29","Property","HEO","Undeclared","10","10","[c]","[c]"
"In post","2021","20-29","Property","HEO","Unknown","65","65","32300","32050"
"In post","2021","20-29","Property","SEO","Heterosexual / straight","45","45","40080","40380"
"In post","2021","20-29","Property","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Property","SEO","Undeclared","5","5","[c]","[c]"
"In post","2021","20-29","Property","SEO","Unknown","20","20","[c]","[c]"
"In post","2021","20-29","Property","Unknown","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","20-29","Property","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Property","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Property","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Security","AA","Heterosexual / straight","155","155","19910","19560"
"In post","2021","20-29","Security","AA","LGBO","10","10","[c]","[c]"
"In post","2021","20-29","Security","AA","Undeclared","5","5","[c]","[c]"
"In post","2021","20-29","Security","AA","Unknown","70","70","20000","19560"
"In post","2021","20-29","Security","AO","Heterosexual / straight","340","335","26370","25680"
"In post","2021","20-29","Security","AO","LGBO","25","25","[c]","[c]"
"In post","2021","20-29","Security","AO","Undeclared","30","30","28810","27680"
"In post","2021","20-29","Security","AO","Unknown","230","230","26240","25680"
"In post","2021","20-29","Security","EO","Heterosexual / straight","100","100","26600","26650"
"In post","2021","20-29","Security","EO","LGBO","15","15","[c]","[c]"
