"Status","Year","Ethnicity","Parent_department","Region_ITL1","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","Mixed","Foreign, Commonwealth and Development Office","Scotland","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Foreign, Commonwealth and Development Office","Scotland","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Foreign, Commonwealth and Development Office","Scotland","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Foreign, Commonwealth and Development Office","South East (England)","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Foreign, Commonwealth and Development Office","South East (England)","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Foreign, Commonwealth and Development Office","South East (England)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Foreign, Commonwealth and Development Office","South East (England)","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Foreign, Commonwealth and Development Office","South East (England)","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Foreign, Commonwealth and Development Office","South East (England)","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Foreign, Commonwealth and Development Office","South East (England)","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Foreign, Commonwealth and Development Office","South East (England)","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Foreign, Commonwealth and Development Office","South East (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","HM Land Registry","East Midlands (England)","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","HM Land Registry","East Midlands (England)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","HM Land Registry","East Midlands (England)","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","HM Land Registry","East Midlands (England)","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","HM Land Registry","East Midlands (England)","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","HM Land Registry","East of England","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","HM Land Registry","East of England","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","HM Land Registry","East of England","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","HM Land Registry","London","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","HM Land Registry","London","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","HM Land Registry","London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","HM Land Registry","London","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","HM Land Registry","London","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","HM Land Registry","London","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","HM Land Registry","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","HM Land Registry","London","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","HM Land Registry","North East (England)","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","HM Land Registry","North East (England)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","HM Land Registry","North East (England)","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","HM Land Registry","North East (England)","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","HM Land Registry","North East (England)","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","HM Land Registry","North West (England)","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","HM Land Registry","North West (England)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","HM Land Registry","North West (England)","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","HM Land Registry","North West (England)","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","HM Land Registry","North West (England)","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","HM Land Registry","South West (England)","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","HM Land Registry","South West (England)","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","HM Land Registry","South West (England)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","HM Land Registry","South West (England)","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","HM Land Registry","South West (England)","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","HM Land Registry","South West (England)","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","HM Land Registry","South West (England)","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","HM Land Registry","South West (England)","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","HM Land Registry","Wales","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","HM Land Registry","Wales","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","HM Land Registry","Wales","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","HM Land Registry","Wales","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","HM Land Registry","Wales","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","HM Land Registry","West Midlands (England)","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","HM Land Registry","West Midlands (England)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","HM Land Registry","West Midlands (England)","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","HM Land Registry","West Midlands (England)","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","HM Land Registry","Yorkshire and The Humber","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","HM Land Registry","Yorkshire and The Humber","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","HM Land Registry","Yorkshire and The Humber","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","HM Land Registry","Yorkshire and The Humber","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","HM Land Registry","Yorkshire and The Humber","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","HM Revenue and Customs","East Midlands (England)","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","HM Revenue and Customs","East Midlands (England)","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","HM Revenue and Customs","East Midlands (England)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","HM Revenue and Customs","East Midlands (England)","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","HM Revenue and Customs","East Midlands (England)","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","HM Revenue and Customs","East Midlands (England)","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","HM Revenue and Customs","East Midlands (England)","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","HM Revenue and Customs","East Midlands (England)","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","HM Revenue and Customs","East of England","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","HM Revenue and Customs","East of England","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","HM Revenue and Customs","East of England","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","HM Revenue and Customs","East of England","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","HM Revenue and Customs","East of England","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","HM Revenue and Customs","East of England","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","HM Revenue and Customs","East of England","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","HM Revenue and Customs","London","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","HM Revenue and Customs","London","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","HM Revenue and Customs","London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","HM Revenue and Customs","London","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","HM Revenue and Customs","London","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","HM Revenue and Customs","London","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","HM Revenue and Customs","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","HM Revenue and Customs","London","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","HM Revenue and Customs","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","HM Revenue and Customs","North East (England)","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","HM Revenue and Customs","North East (England)","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","HM Revenue and Customs","North East (England)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","HM Revenue and Customs","North East (England)","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","HM Revenue and Customs","North East (England)","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","HM Revenue and Customs","North East (England)","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","HM Revenue and Customs","North East (England)","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","HM Revenue and Customs","North West (England)","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","HM Revenue and Customs","North West (England)","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","HM Revenue and Customs","North West (England)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","HM Revenue and Customs","North West (England)","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","HM Revenue and Customs","North West (England)","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","HM Revenue and Customs","North West (England)","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","HM Revenue and Customs","North West (England)","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","HM Revenue and Customs","North West (England)","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","HM Revenue and Customs","North West (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","HM Revenue and Customs","Northern Ireland","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","HM Revenue and Customs","Northern Ireland","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","HM Revenue and Customs","Northern Ireland","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","HM Revenue and Customs","Northern Ireland","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","HM Revenue and Customs","Northern Ireland","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","HM Revenue and Customs","Scotland","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","HM Revenue and Customs","Scotland","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","HM Revenue and Customs","Scotland","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","HM Revenue and Customs","Scotland","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","HM Revenue and Customs","Scotland","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","HM Revenue and Customs","Scotland","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","HM Revenue and Customs","Scotland","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","HM Revenue and Customs","Scotland","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","HM Revenue and Customs","South East (England)","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","HM Revenue and Customs","South East (England)","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","HM Revenue and Customs","South East (England)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","HM Revenue and Customs","South East (England)","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","HM Revenue and Customs","South East (England)","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","HM Revenue and Customs","South East (England)","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","HM Revenue and Customs","South East (England)","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","HM Revenue and Customs","South West (England)","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","HM Revenue and Customs","South West (England)","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","HM Revenue and Customs","South West (England)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","HM Revenue and Customs","South West (England)","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","HM Revenue and Customs","South West (England)","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","HM Revenue and Customs","South West (England)","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","HM Revenue and Customs","South West (England)","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","HM Revenue and Customs","Unknown","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","HM Revenue and Customs","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","HM Revenue and Customs","Wales","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","HM Revenue and Customs","Wales","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","HM Revenue and Customs","Wales","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","HM Revenue and Customs","Wales","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","HM Revenue and Customs","Wales","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","HM Revenue and Customs","Wales","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","HM Revenue and Customs","Wales","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","HM Revenue and Customs","Wales","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","HM Revenue and Customs","West Midlands (England)","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","HM Revenue and Customs","West Midlands (England)","AO","5","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","HM Revenue and Customs","West Midlands (England)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","HM Revenue and Customs","West Midlands (England)","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","HM Revenue and Customs","West Midlands (England)","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","HM Revenue and Customs","West Midlands (England)","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","HM Revenue and Customs","West Midlands (England)","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","HM Revenue and Customs","West Midlands (England)","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","HM Revenue and Customs","Yorkshire and The Humber","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","HM Revenue and Customs","Yorkshire and The Humber","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","HM Revenue and Customs","Yorkshire and The Humber","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","HM Revenue and Customs","Yorkshire and The Humber","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","HM Revenue and Customs","Yorkshire and The Humber","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","HM Revenue and Customs","Yorkshire and The Humber","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","HM Revenue and Customs","Yorkshire and The Humber","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","HM Revenue and Customs","Yorkshire and The Humber","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","HM Revenue and Customs","Yorkshire and The Humber","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","HM Treasury","East Midlands (England)","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","HM Treasury","East of England","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","HM Treasury","East of England","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","HM Treasury","East of England","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","HM Treasury","London","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","HM Treasury","London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","HM Treasury","London","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","HM Treasury","London","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","HM Treasury","London","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","HM Treasury","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","HM Treasury","London","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","HM Treasury","North East (England)","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","HM Treasury","North East (England)","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","HM Treasury","North West (England)","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","HM Treasury","North West (England)","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","HM Treasury","North West (England)","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","HM Treasury","Scotland","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","HM Treasury","South East (England)","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","HM Treasury","South West (England)","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","HM Treasury","Wales","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","HM Treasury","Wales","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","HM Treasury","West Midlands (England)","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","HM Treasury","Yorkshire and The Humber","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","HM Treasury","Yorkshire and The Humber","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","HM Treasury","Yorkshire and The Humber","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","HM Treasury","Yorkshire and The Humber","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","HM Treasury","Yorkshire and The Humber","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Home Office","East Midlands (England)","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Home Office","East Midlands (England)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Home Office","East of England","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Home Office","East of England","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Home Office","East of England","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Home Office","East of England","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Home Office","London","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Home Office","London","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Home Office","London","EO","10","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Home Office","London","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Home Office","London","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Home Office","London","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Home Office","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Home Office","London","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Home Office","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Home Office","North East (England)","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Home Office","North East (England)","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Home Office","North East (England)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Home Office","North East (England)","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Home Office","North East (England)","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Home Office","North East (England)","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Home Office","North West (England)","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Home Office","North West (England)","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Home Office","North West (England)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Home Office","North West (England)","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Home Office","North West (England)","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Home Office","North West (England)","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Home Office","North West (England)","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Home Office","Northern Ireland","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Home Office","Northern Ireland","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Home Office","Northern Ireland","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Home Office","Northern Ireland","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Home Office","Overseas","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Home Office","Overseas","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Home Office","Overseas","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Home Office","Scotland","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Home Office","Scotland","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Home Office","Scotland","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Home Office","Scotland","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Home Office","Scotland","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Home Office","Scotland","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Home Office","South East (England)","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Home Office","South East (England)","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Home Office","South East (England)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Home Office","South East (England)","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Home Office","South East (England)","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Home Office","South East (England)","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Home Office","South West (England)","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Home Office","South West (England)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Home Office","South West (England)","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Home Office","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Home Office","Unknown","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Home Office","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Home Office","Wales","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Home Office","Wales","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Home Office","Wales","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Home Office","Wales","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Home Office","Wales","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Home Office","Wales","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Home Office","Wales","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Home Office","West Midlands (England)","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Home Office","West Midlands (England)","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Home Office","West Midlands (England)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Home Office","West Midlands (England)","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Home Office","West Midlands (England)","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Home Office","West Midlands (England)","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Home Office","Yorkshire and The Humber","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Home Office","Yorkshire and The Humber","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Home Office","Yorkshire and The Humber","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Home Office","Yorkshire and The Humber","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Home Office","Yorkshire and The Humber","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Home Office","Yorkshire and The Humber","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Home Office","Yorkshire and The Humber","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Home Office","Yorkshire and The Humber","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Ministry of Defence","East Midlands (England)","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Ministry of Defence","East Midlands (England)","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Ministry of Defence","East Midlands (England)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Ministry of Defence","East Midlands (England)","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Ministry of Defence","East Midlands (England)","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Ministry of Defence","East Midlands (England)","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Ministry of Defence","East Midlands (England)","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Ministry of Defence","East Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Ministry of Defence","East of England","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Ministry of Defence","East of England","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Ministry of Defence","East of England","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Ministry of Defence","East of England","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Ministry of Defence","East of England","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Ministry of Defence","East of England","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Ministry of Defence","East of England","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Ministry of Defence","London","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Ministry of Defence","London","AO","[c]","[c]","[c]","[c]"
