"Status","Year","Disability","Profession_of_post","Region_ITL2","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Declared disabled","Project Delivery","Bedfordshire and Hertfordshire","EO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","Bedfordshire and Hertfordshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","Bedfordshire and Hertfordshire","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","Bedfordshire and Hertfordshire","SEO/HEO","15","15","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","Berkshire, Buckinghamshire and Oxfordshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","Berkshire, Buckinghamshire and Oxfordshire","EO","10","10","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","Berkshire, Buckinghamshire and Oxfordshire","G6/G7","10","10","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","Berkshire, Buckinghamshire and Oxfordshire","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","Berkshire, Buckinghamshire and Oxfordshire","SEO/HEO","20","20","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","Berkshire, Buckinghamshire and Oxfordshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","Cheshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","Cheshire","EO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","Cheshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","Cheshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","Cornwall and Isles of Scilly","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","Cornwall and Isles of Scilly","EO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","Cornwall and Isles of Scilly","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","Cornwall and Isles of Scilly","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","Cornwall and Isles of Scilly","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","Cumbria","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","Cumbria","EO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","Cumbria","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","Cumbria","SEO/HEO","10","10","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","Cumbria","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","Derbyshire and Nottinghamshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","Derbyshire and Nottinghamshire","EO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","Derbyshire and Nottinghamshire","G6/G7","5","5","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","Derbyshire and Nottinghamshire","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","Derbyshire and Nottinghamshire","SEO/HEO","5","5","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","Derbyshire and Nottinghamshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","Devon","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","Devon","EO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","Devon","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","Devon","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","Devon","SEO/HEO","10","10","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","Devon","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","Dorset and Somerset","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","Dorset and Somerset","EO","5","5","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","Dorset and Somerset","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","Dorset and Somerset","SEO/HEO","15","15","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","Dorset and Somerset","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","East Anglia","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","East Anglia","EO","5","5","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","East Anglia","G6/G7","5","5","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","East Anglia","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","East Anglia","SEO/HEO","20","15","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","East Wales","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","East Wales","EO","5","5","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","East Wales","G6/G7","10","10","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","East Wales","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","East Wales","SEO/HEO","15","15","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","East Yorkshire and Northern Lincolnshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","East Yorkshire and Northern Lincolnshire","EO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","East Yorkshire and Northern Lincolnshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","East Yorkshire and Northern Lincolnshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","Eastern Scotland","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","Eastern Scotland","EO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","Eastern Scotland","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","Eastern Scotland","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","Eastern Scotland","SEO/HEO","15","15","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","Eastern Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","Essex","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","Essex","EO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","Essex","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","Essex","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","Essex","SEO/HEO","5","5","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","Gloucestershire, Wiltshire and Bath/Bristol area","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","Gloucestershire, Wiltshire and Bath/Bristol area","EO","55","55","25180","26350"
"In post","2021","Declared disabled","Project Delivery","Gloucestershire, Wiltshire and Bath/Bristol area","G6/G7","60","60","55590","54540"
"In post","2021","Declared disabled","Project Delivery","Gloucestershire, Wiltshire and Bath/Bristol area","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","Gloucestershire, Wiltshire and Bath/Bristol area","SEO/HEO","210","205","36560","36970"
"In post","2021","Declared disabled","Project Delivery","Gloucestershire, Wiltshire and Bath/Bristol area","Unknown","40","40","39830","35980"
"In post","2021","Declared disabled","Project Delivery","Greater Manchester","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","Greater Manchester","EO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","Greater Manchester","G6/G7","5","5","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","Greater Manchester","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","Greater Manchester","SEO/HEO","15","15","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","Hampshire and Isle of Wight","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","Hampshire and Isle of Wight","EO","20","20","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","Hampshire and Isle of Wight","G6/G7","20","20","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","Hampshire and Isle of Wight","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","Hampshire and Isle of Wight","SEO/HEO","75","75","36220","33450"
"In post","2021","Declared disabled","Project Delivery","Hampshire and Isle of Wight","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","Herefordshire, Worcestershire and Warwickshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","Herefordshire, Worcestershire and Warwickshire","EO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","Herefordshire, Worcestershire and Warwickshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","Herefordshire, Worcestershire and Warwickshire","SEO/HEO","5","5","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","Highlands and Islands","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","Highlands and Islands","EO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","Highlands and Islands","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","Highlands and Islands","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","Highlands and Islands","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","Inner London - East","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","Inner London - East","EO","5","5","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","Inner London - East","G6/G7","20","20","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","Inner London - East","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","Inner London - East","SEO/HEO","20","15","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","Inner London - West","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","Inner London - West","EO","20","20","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","Inner London - West","G6/G7","75","75","59590","59730"
"In post","2021","Declared disabled","Project Delivery","Inner London - West","SCS level","10","10","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","Inner London - West","SEO/HEO","105","105","38590","38600"
"In post","2021","Declared disabled","Project Delivery","Inner London - West","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","Kent","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","Kent","EO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","Kent","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","Kent","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","Lancashire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","Lancashire","EO","5","5","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","Lancashire","G6/G7","5","5","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","Lancashire","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","Lancashire","SEO/HEO","15","10","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","Leicestershire, Rutland and Northamptonshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","Leicestershire, Rutland and Northamptonshire","EO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","Leicestershire, Rutland and Northamptonshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","Leicestershire, Rutland and Northamptonshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","Lincolnshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","Lincolnshire","EO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","Lincolnshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","Lincolnshire","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","Lincolnshire","SEO/HEO","10","10","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","Lincolnshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","Merseyside","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","Merseyside","EO","10","10","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","Merseyside","G6/G7","15","15","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","Merseyside","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","Merseyside","SEO/HEO","35","35","35470","37450"
"In post","2021","Declared disabled","Project Delivery","North Eastern Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","North Yorkshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","North Yorkshire","EO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","North Yorkshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","North Yorkshire","SEO/HEO","5","5","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","Northern Ireland","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","Northern Ireland","EO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","Northern Ireland","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","Northern Ireland","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","Northern Ireland","SEO/HEO","5","5","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","Northumberland and Tyne and Wear","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","Northumberland and Tyne and Wear","EO","10","5","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","Northumberland and Tyne and Wear","G6/G7","20","20","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","Northumberland and Tyne and Wear","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","Northumberland and Tyne and Wear","SEO/HEO","45","45","34520","32030"
"In post","2021","Declared disabled","Project Delivery","Outer London - East and North East","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","Outer London - East and North East","EO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","Outer London - East and North East","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","Outer London - South","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","Outer London - South","EO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","Outer London - South","G6/G7","20","20","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","Outer London - South","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","Outer London - South","SEO/HEO","25","25","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","Outer London - South","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","Outer London - West and North West","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","Outer London - West and North West","EO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","Outer London - West and North West","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","Outer London - West and North West","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","Outer London - West and North West","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","Overseas","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","Overseas","EO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","Overseas","G6/G7","10","10","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","Overseas","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","Overseas","SEO/HEO","5","5","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","Shropshire and Staffordshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","Shropshire and Staffordshire","EO","10","10","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","Shropshire and Staffordshire","G6/G7","5","5","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","Shropshire and Staffordshire","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","Shropshire and Staffordshire","SEO/HEO","20","20","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","South Yorkshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","South Yorkshire","EO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","South Yorkshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","South Yorkshire","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","South Yorkshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","Southern Scotland","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","Southern Scotland","EO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","Southern Scotland","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","Southern Scotland","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","Southern Scotland","SEO/HEO","15","15","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","Surrey, East and West Sussex","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","Surrey, East and West Sussex","EO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","Surrey, East and West Sussex","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","Surrey, East and West Sussex","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","Surrey, East and West Sussex","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","Tees Valley and Durham","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","Tees Valley and Durham","EO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","Tees Valley and Durham","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","Tees Valley and Durham","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","Tees Valley and Durham","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","Unknown","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","West Central Scotland","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","West Central Scotland","EO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","West Central Scotland","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","West Central Scotland","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","West Central Scotland","SEO/HEO","10","10","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","West Central Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","West Midlands","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","West Midlands","EO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","West Midlands","G6/G7","5","5","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","West Midlands","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","West Midlands","SEO/HEO","10","10","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","West Wales and The Valleys","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","West Wales and The Valleys","EO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","West Wales and The Valleys","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","West Wales and The Valleys","SEO/HEO","5","5","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","West Yorkshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","West Yorkshire","EO","5","5","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","West Yorkshire","G6/G7","10","10","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","West Yorkshire","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","West Yorkshire","SEO/HEO","20","20","[c]","[c]"
"In post","2021","Declared disabled","Property","Bedfordshire and Hertfordshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Property","Bedfordshire and Hertfordshire","EO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Property","Bedfordshire and Hertfordshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Property","Bedfordshire and Hertfordshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Property","Berkshire, Buckinghamshire and Oxfordshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Property","Berkshire, Buckinghamshire and Oxfordshire","EO","10","10","[c]","[c]"
"In post","2021","Declared disabled","Property","Berkshire, Buckinghamshire and Oxfordshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Property","Berkshire, Buckinghamshire and Oxfordshire","SEO/HEO","15","15","[c]","[c]"
"In post","2021","Declared disabled","Property","Berkshire, Buckinghamshire and Oxfordshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Property","Cheshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Property","Cheshire","EO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Property","Cheshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Property","Cheshire","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Property","Cheshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Property","Cornwall and Isles of Scilly","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Property","Cornwall and Isles of Scilly","EO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Property","Cornwall and Isles of Scilly","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Property","Cornwall and Isles of Scilly","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Property","Cumbria","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Property","Cumbria","EO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Property","Cumbria","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Property","Cumbria","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Property","Derbyshire and Nottinghamshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Property","Derbyshire and Nottinghamshire","EO","5","5","[c]","[c]"
"In post","2021","Declared disabled","Property","Derbyshire and Nottinghamshire","G6/G7","10","10","[c]","[c]"
"In post","2021","Declared disabled","Property","Derbyshire and Nottinghamshire","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Property","Derbyshire and Nottinghamshire","SEO/HEO","10","10","[c]","[c]"
"In post","2021","Declared disabled","Property","Devon","AA/AO","5","5","[c]","[c]"
"In post","2021","Declared disabled","Property","Devon","EO","5","5","[c]","[c]"
"In post","2021","Declared disabled","Property","Devon","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Property","Devon","SEO/HEO","5","5","[c]","[c]"
"In post","2021","Declared disabled","Property","Dorset and Somerset","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Property","Dorset and Somerset","EO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Property","Dorset and Somerset","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Property","Dorset and Somerset","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Property","Dorset and Somerset","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Property","East Anglia","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Property","East Anglia","EO","10","5","[c]","[c]"
"In post","2021","Declared disabled","Property","East Anglia","G6/G7","5","5","[c]","[c]"
"In post","2021","Declared disabled","Property","East Anglia","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Property","East Anglia","SEO/HEO","25","25","[c]","[c]"
"In post","2021","Declared disabled","Property","East Wales","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Property","East Wales","EO","5","5","[c]","[c]"
"In post","2021","Declared disabled","Property","East Wales","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Property","East Wales","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Property","East Wales","SEO/HEO","15","15","[c]","[c]"
"In post","2021","Declared disabled","Property","East Yorkshire and Northern Lincolnshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Property","East Yorkshire and Northern Lincolnshire","EO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Property","East Yorkshire and Northern Lincolnshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Property","East Yorkshire and Northern Lincolnshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Property","Eastern Scotland","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Property","Eastern Scotland","EO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Property","Eastern Scotland","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Property","Eastern Scotland","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Property","Eastern Scotland","SEO/HEO","10","10","[c]","[c]"
"In post","2021","Declared disabled","Property","Essex","AA/AO","[c]","[c]","[c]","[c]"
