"Status","Year","Age","Parent_department","Profession_of_post","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","30-39","Competition and Markets Authority","Human Resources","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Competition and Markets Authority","Intelligence Analysis","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Competition and Markets Authority","Legal","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Competition and Markets Authority","Legal","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Competition and Markets Authority","Policy","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Competition and Markets Authority","Project Delivery","G6","5","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Competition and Markets Authority","Project Delivery","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Competition and Markets Authority","Project Delivery","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Department for Business, Energy and Industrial Strategy","Communications","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Department for Business, Energy and Industrial Strategy","Communications","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Department for Business, Energy and Industrial Strategy","Communications","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Department for Business, Energy and Industrial Strategy","Communications","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Department for Business, Energy and Industrial Strategy","Counter Fraud","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Department for Business, Energy and Industrial Strategy","Digital, Data and Technology","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Department for Business, Energy and Industrial Strategy","Digital, Data and Technology","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Department for Business, Energy and Industrial Strategy","Digital, Data and Technology","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Department for Business, Energy and Industrial Strategy","Digital, Data and Technology","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Department for Business, Energy and Industrial Strategy","Economics","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Department for Business, Energy and Industrial Strategy","Finance","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Department for Business, Energy and Industrial Strategy","Finance","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Department for Business, Energy and Industrial Strategy","Finance","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Department for Business, Energy and Industrial Strategy","Human Resources","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Department for Business, Energy and Industrial Strategy","Operational Delivery","AO","5","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Department for Business, Energy and Industrial Strategy","Operational Delivery","EO","10","[c]","24680","24250"
"Leaver CS","2021","30-39","Department for Business, Energy and Industrial Strategy","Operational Delivery","G7","5","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Department for Business, Energy and Industrial Strategy","Operational Delivery","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Department for Business, Energy and Industrial Strategy","Operational Delivery","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Department for Business, Energy and Industrial Strategy","Policy","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Department for Business, Energy and Industrial Strategy","Policy","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Department for Business, Energy and Industrial Strategy","Policy","G7","15","[c]","52770","53260"
"Leaver CS","2021","30-39","Department for Business, Energy and Industrial Strategy","Policy","HEO","5","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Department for Business, Energy and Industrial Strategy","Policy","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Department for Business, Energy and Industrial Strategy","Policy","SEO","10","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Department for Business, Energy and Industrial Strategy","Science and Engineering","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Department for Business, Energy and Industrial Strategy","Statistics","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Department for Business, Energy and Industrial Strategy","Statistics","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Department for Business, Energy and Industrial Strategy","Unknown","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Department for Business, Energy and Industrial Strategy","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Department for Business, Energy and Industrial Strategy","Unknown","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Department for Business, Energy and Industrial Strategy","Unknown","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Department for Digital, Culture, Media and Sport","Communications","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Department for Digital, Culture, Media and Sport","Finance","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Department for Digital, Culture, Media and Sport","Finance","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Department for Digital, Culture, Media and Sport","Human Resources","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Department for Digital, Culture, Media and Sport","Other","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Department for Digital, Culture, Media and Sport","Other","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Department for Digital, Culture, Media and Sport","Policy","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Department for Digital, Culture, Media and Sport","Policy","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Department for Digital, Culture, Media and Sport","Policy","G7","10","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Department for Digital, Culture, Media and Sport","Policy","HEO","10","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Department for Digital, Culture, Media and Sport","Project Delivery","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Department for Education","Commercial","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Department for Education","Commercial","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Department for Education","Communications","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Department for Education","Communications","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Department for Education","Digital, Data and Technology","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Department for Education","Digital, Data and Technology","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Department for Education","Digital, Data and Technology","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Department for Education","Digital, Data and Technology","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Department for Education","Digital, Data and Technology","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Department for Education","Finance","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Department for Education","Finance","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Department for Education","Finance","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Department for Education","Finance","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Department for Education","Finance","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Department for Education","Human Resources","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Department for Education","Human Resources","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Department for Education","Legal","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Department for Education","Operational Delivery","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Department for Education","Operational Delivery","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Department for Education","Operational Delivery","G7","5","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Department for Education","Operational Delivery","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Department for Education","Operational Delivery","SEO","5","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Department for Education","Policy","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Department for Education","Policy","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Department for Education","Policy","G7","20","[c]","54170","54160"
"Leaver CS","2021","30-39","Department for Education","Policy","HEO","10","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Department for Education","Policy","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Department for Education","Policy","SEO","5","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Department for Education","Project Delivery","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Department for Education","Project Delivery","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Department for Education","Property","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Department for Education","Property","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Department for Education","Property","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Department for Education","Property","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Department for Environment, Food and Rural Affairs","Commercial","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Department for Environment, Food and Rural Affairs","Commercial","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Department for Environment, Food and Rural Affairs","Communications","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Department for Environment, Food and Rural Affairs","Digital, Data and Technology","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Department for Environment, Food and Rural Affairs","Finance","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Department for Environment, Food and Rural Affairs","Finance","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Department for Environment, Food and Rural Affairs","Human Resources","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Department for Environment, Food and Rural Affairs","Operational Delivery","AO","10","[c]","20930","21050"
"Leaver CS","2021","30-39","Department for Environment, Food and Rural Affairs","Operational Delivery","EO","5","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Department for Environment, Food and Rural Affairs","Operational Delivery","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Department for Environment, Food and Rural Affairs","Operational Delivery","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Department for Environment, Food and Rural Affairs","Operational Delivery","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Department for Environment, Food and Rural Affairs","Policy","EO","5","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Department for Environment, Food and Rural Affairs","Policy","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Department for Environment, Food and Rural Affairs","Policy","G7","10","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Department for Environment, Food and Rural Affairs","Policy","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Department for Environment, Food and Rural Affairs","Policy","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Department for Environment, Food and Rural Affairs","Policy","SEO","5","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Department for Environment, Food and Rural Affairs","Property","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Department for Environment, Food and Rural Affairs","Property","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Department for Environment, Food and Rural Affairs","Property","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Department for Environment, Food and Rural Affairs","Science and Engineering","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Department for Environment, Food and Rural Affairs","Science and Engineering","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Department for Environment, Food and Rural Affairs","Science and Engineering","HEO","10","[c]","31140","29990"
"Leaver CS","2021","30-39","Department for Environment, Food and Rural Affairs","Science and Engineering","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Department for Environment, Food and Rural Affairs","Unknown","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Department for Environment, Food and Rural Affairs","Veterinarian","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Department for Environment, Food and Rural Affairs","Veterinarian","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Department for International Trade","Commercial","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Department for International Trade","Commercial","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Department for International Trade","Communications","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Department for International Trade","Communications","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Department for International Trade","Communications","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Department for International Trade","Digital, Data and Technology","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Department for International Trade","Digital, Data and Technology","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Department for International Trade","International Trade","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Department for International Trade","International Trade","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Department for International Trade","International Trade","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Department for International Trade","International Trade","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Department for International Trade","Operational Delivery","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Department for International Trade","Other","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Department for International Trade","Planning","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Department for International Trade","Policy","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Department for International Trade","Security","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Department for International Trade","Security","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Department for International Trade","Statistics","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Department for International Trade","Statistics","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Department for Transport","Commercial","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Department for Transport","Communications","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Department for Transport","Digital, Data and Technology","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Department for Transport","Digital, Data and Technology","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Department for Transport","Digital, Data and Technology","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Department for Transport","Digital, Data and Technology","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Department for Transport","Digital, Data and Technology","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Department for Transport","Human Resources","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Department for Transport","Human Resources","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Department for Transport","Operational Delivery","AA","15","[c]","17900","18060"
"Leaver CS","2021","30-39","Department for Transport","Operational Delivery","AO","45","[c]","22300","21590"
"Leaver CS","2021","30-39","Department for Transport","Operational Delivery","EO","10","[c]","29090","29510"
"Leaver CS","2021","30-39","Department for Transport","Operational Delivery","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Department for Transport","Operational Delivery","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Department for Transport","Policy","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Department for Transport","Policy","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Department for Transport","Policy","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Department for Transport","Property","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Department for Transport","Science and Engineering","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Department for Transport","Science and Engineering","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Department for Transport","Unknown","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Department for Transport","Unknown","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Department for Transport","Unknown","G7","5","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Department for Transport","Unknown","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Department for Transport","Unknown","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Department for Work and Pensions","Operational Delivery","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Department for Work and Pensions","Operational Delivery","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Department for Work and Pensions","Operational Delivery","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Department for Work and Pensions","Operational Delivery","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Department for Work and Pensions","Operational Delivery","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Department for Work and Pensions","Science and Engineering","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Department for Work and Pensions","Unknown","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Department for Work and Pensions","Unknown","AO","250","[c]","21440","21010"
"Leaver CS","2021","30-39","Department for Work and Pensions","Unknown","EO","265","[c]","28500","27570"
"Leaver CS","2021","30-39","Department for Work and Pensions","Unknown","G6","5","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Department for Work and Pensions","Unknown","G7","5","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Department for Work and Pensions","Unknown","HEO","5","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Department for Work and Pensions","Unknown","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Department for Work and Pensions","Unknown","SEO","10","[c]","37710","38640"
"Leaver CS","2021","30-39","Department of Health and Social Care","Commercial","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Department of Health and Social Care","Communications","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Department of Health and Social Care","Communications","HEO","5","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Department of Health and Social Care","Communications","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Department of Health and Social Care","Digital, Data and Technology","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Department of Health and Social Care","Digital, Data and Technology","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Department of Health and Social Care","Digital, Data and Technology","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Department of Health and Social Care","Digital, Data and Technology","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Department of Health and Social Care","Finance","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Department of Health and Social Care","Human Resources","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Department of Health and Social Care","Human Resources","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Department of Health and Social Care","Human Resources","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Department of Health and Social Care","Knowledge and Information Management","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Department of Health and Social Care","Knowledge and Information Management","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Department of Health and Social Care","Knowledge and Information Management","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Department of Health and Social Care","Knowledge and Information Management","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Department of Health and Social Care","Knowledge and Information Management","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Department of Health and Social Care","Knowledge and Information Management","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Department of Health and Social Care","Medicine","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Department of Health and Social Care","Medicine","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Department of Health and Social Care","Medicine","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Department of Health and Social Care","Medicine","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Department of Health and Social Care","Medicine","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Department of Health and Social Care","Operational Delivery","AO","5","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Department of Health and Social Care","Operational Delivery","EO","15","[c]","25700","25010"
"Leaver CS","2021","30-39","Department of Health and Social Care","Operational Delivery","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Department of Health and Social Care","Operational Delivery","G7","15","[c]","52480","52610"
"Leaver CS","2021","30-39","Department of Health and Social Care","Operational Delivery","HEO","15","[c]","31750","32330"
"Leaver CS","2021","30-39","Department of Health and Social Care","Operational Delivery","SEO","20","[c]","39810","39820"
"Leaver CS","2021","30-39","Department of Health and Social Care","Other","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Department of Health and Social Care","Property","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Department of Health and Social Care","Science and Engineering","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Department of Health and Social Care","Science and Engineering","AO","20","[c]","20860","20230"
"Leaver CS","2021","30-39","Department of Health and Social Care","Science and Engineering","EO","10","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Department of Health and Social Care","Science and Engineering","G7","10","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Department of Health and Social Care","Science and Engineering","HEO","20","[c]","31490","31980"
"Leaver CS","2021","30-39","Department of Health and Social Care","Science and Engineering","SEO","25","[c]","39330","38890"
"Leaver CS","2021","30-39","Department of Health and Social Care","Unknown","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Department of Health and Social Care","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Department of Health and Social Care","Unknown","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Department of Health and Social Care","Unknown","G7","10","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Department of Health and Social Care","Unknown","HEO","5","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Department of Health and Social Care","Unknown","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Department of Health and Social Care","Unknown","SEO","15","[c]","40380","40060"
"Leaver CS","2021","30-39","Department of Health and Social Care","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","ESTYN","Human Resources","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Food Standards Agency","Operational Delivery","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Food Standards Agency","Other","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Food Standards Agency","Other","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Food Standards Agency","Policy","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Food Standards Agency","Unknown","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Food Standards Agency","Unknown","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Foreign, Commonwealth and Development Office","Commercial","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Foreign, Commonwealth and Development Office","Commercial","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Foreign, Commonwealth and Development Office","Communications","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Foreign, Commonwealth and Development Office","Digital, Data and Technology","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Foreign, Commonwealth and Development Office","Digital, Data and Technology","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Foreign, Commonwealth and Development Office","Digital, Data and Technology","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Foreign, Commonwealth and Development Office","Economics","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Foreign, Commonwealth and Development Office","Medicine","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Foreign, Commonwealth and Development Office","Operational Delivery","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Foreign, Commonwealth and Development Office","Operational Delivery","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Foreign, Commonwealth and Development Office","Operational Delivery","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Foreign, Commonwealth and Development Office","Policy","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Foreign, Commonwealth and Development Office","Policy","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Foreign, Commonwealth and Development Office","Policy","HEO","5","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Foreign, Commonwealth and Development Office","Project Delivery","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Foreign, Commonwealth and Development Office","Project Delivery","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Foreign, Commonwealth and Development Office","Science and Engineering","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Foreign, Commonwealth and Development Office","Security","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Foreign, Commonwealth and Development Office","Security","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Foreign, Commonwealth and Development Office","Security","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Foreign, Commonwealth and Development Office","Unknown","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Foreign, Commonwealth and Development Office","Unknown","EO","5","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Foreign, Commonwealth and Development Office","Unknown","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Foreign, Commonwealth and Development Office","Unknown","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Foreign, Commonwealth and Development Office","Unknown","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","HM Land Registry","Commercial","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","HM Land Registry","Digital, Data and Technology","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","HM Land Registry","Digital, Data and Technology","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","HM Land Registry","Digital, Data and Technology","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","HM Land Registry","Finance","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","HM Land Registry","Human Resources","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","HM Land Registry","Legal","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","HM Land Registry","Legal","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","HM Land Registry","Operational Delivery","AO","10","[c]","22670","22350"
"Leaver CS","2021","30-39","HM Land Registry","Operational Delivery","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","HM Land Registry","Project Delivery","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","HM Revenue and Customs","Operational Delivery","AA","5","[c]","[c]","[c]"
"Leaver CS","2021","30-39","HM Revenue and Customs","Operational Delivery","AO","[c]","[c]","[c]","[c]"
