"Status","Year","Age","Organisation","Region_london","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","20-29","Department for Work and Pensions (excl. agencies)","Outside London","G6/G7","40","40","53330","52150"
"In post","2021","20-29","Department for Work and Pensions (excl. agencies)","Outside London","SEO/HEO","420","415","33340","31990"
"In post","2021","20-29","Department for Work and Pensions (excl. agencies)","Unknown","AA/AO","25","25","21740","21010"
"In post","2021","20-29","Department for Work and Pensions (excl. agencies)","Unknown","EO","75","75","27730","27570"
"In post","2021","20-29","Department for Work and Pensions (excl. agencies)","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Department for Work and Pensions (excl. agencies)","Unknown","SEO/HEO","20","20","33470","31990"
"In post","2021","20-29","Department of Health and Social Care (excl. agencies)","London","AA/AO","10","10","[c]","[c]"
"In post","2021","20-29","Department of Health and Social Care (excl. agencies)","London","EO","195","195","27280","27270"
"In post","2021","20-29","Department of Health and Social Care (excl. agencies)","London","G6/G7","245","245","55440","53360"
"In post","2021","20-29","Department of Health and Social Care (excl. agencies)","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Department of Health and Social Care (excl. agencies)","London","SEO/HEO","520","520","34950","32790"
"In post","2021","20-29","Department of Health and Social Care (excl. agencies)","Outside London","AA/AO","5","5","[c]","[c]"
"In post","2021","20-29","Department of Health and Social Care (excl. agencies)","Outside London","EO","50","50","23570","23440"
"In post","2021","20-29","Department of Health and Social Care (excl. agencies)","Outside London","G6/G7","35","35","51830","49530"
"In post","2021","20-29","Department of Health and Social Care (excl. agencies)","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Department of Health and Social Care (excl. agencies)","Outside London","SEO/HEO","170","170","31170","28970"
"In post","2021","20-29","Disclosure Scotland","Outside London","AA/AO","55","50","21020","21150"
"In post","2021","20-29","Disclosure Scotland","Outside London","EO","5","5","[c]","[c]"
"In post","2021","20-29","Disclosure Scotland","Outside London","SEO/HEO","5","5","[c]","[c]"
"In post","2021","20-29","Driver and Vehicle Licensing Agency","Outside London","AA/AO","615","575","20680","21590"
"In post","2021","20-29","Driver and Vehicle Licensing Agency","Outside London","EO","105","105","26420","26350"
"In post","2021","20-29","Driver and Vehicle Licensing Agency","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Driver and Vehicle Licensing Agency","Outside London","SEO/HEO","65","65","34880","31040"
"In post","2021","20-29","Driver and Vehicle Standards Agency","London","AA/AO","5","5","[c]","[c]"
"In post","2021","20-29","Driver and Vehicle Standards Agency","London","EO","5","5","[c]","[c]"
"In post","2021","20-29","Driver and Vehicle Standards Agency","Outside London","AA/AO","135","135","23310","21590"
"In post","2021","20-29","Driver and Vehicle Standards Agency","Outside London","EO","90","85","26540","26350"
"In post","2021","20-29","Driver and Vehicle Standards Agency","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Driver and Vehicle Standards Agency","Outside London","SEO/HEO","40","40","34880","31860"
"In post","2021","20-29","Education and Skills Funding Agency","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Education and Skills Funding Agency","London","EO","5","5","[c]","[c]"
"In post","2021","20-29","Education and Skills Funding Agency","London","G6/G7","5","5","[c]","[c]"
"In post","2021","20-29","Education and Skills Funding Agency","London","SEO/HEO","25","25","37830","36980"
"In post","2021","20-29","Education and Skills Funding Agency","Outside London","AA/AO","10","10","[c]","[c]"
"In post","2021","20-29","Education and Skills Funding Agency","Outside London","EO","65","65","25430","25000"
"In post","2021","20-29","Education and Skills Funding Agency","Outside London","G6/G7","20","20","50680","50130"
"In post","2021","20-29","Education and Skills Funding Agency","Outside London","SEO/HEO","165","165","32650","30200"
"In post","2021","20-29","Education Scotland","Outside London","AA/AO","10","5","[c]","[c]"
"In post","2021","20-29","Education Scotland","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Education Scotland","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","ESTYN","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","ESTYN","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","FCDO Services","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","FCDO Services","London","EO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","FCDO Services","London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","FCDO Services","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","FCDO Services","Outside London","AA/AO","20","20","22660","22440"
"In post","2021","20-29","FCDO Services","Outside London","EO","50","50","27140","26590"
"In post","2021","20-29","FCDO Services","Outside London","SEO/HEO","20","20","37240","37340"
"In post","2021","20-29","FCDO Services","Outside London","Unknown","25","25","22420","21600"
"In post","2021","20-29","FCDO Services","Overseas","EO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","FCDO Services","Overseas","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Food Standards Agency","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Food Standards Agency","London","EO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Food Standards Agency","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Food Standards Agency","London","SEO/HEO","45","45","34980","32830"
"In post","2021","20-29","Food Standards Agency","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Food Standards Agency","Outside London","EO","20","20","25510","26750"
"In post","2021","20-29","Food Standards Agency","Outside London","SEO/HEO","35","35","33470","30810"
"In post","2021","20-29","Food Standards Scotland","Outside London","AA/AO","5","5","[c]","[c]"
"In post","2021","20-29","Food Standards Scotland","Outside London","EO","10","10","[c]","[c]"
"In post","2021","20-29","Food Standards Scotland","Outside London","SEO/HEO","15","15","32530","32140"
"In post","2021","20-29","Foreign, Commonwealth and Development Office (excl. agencies)","London","AA/AO","85","85","27350","28000"
"In post","2021","20-29","Foreign, Commonwealth and Development Office (excl. agencies)","London","EO","150","150","29840","29300"
"In post","2021","20-29","Foreign, Commonwealth and Development Office (excl. agencies)","London","G6/G7","100","100","51300","53370"
"In post","2021","20-29","Foreign, Commonwealth and Development Office (excl. agencies)","London","SEO/HEO","580","575","36660","37440"
"In post","2021","20-29","Foreign, Commonwealth and Development Office (excl. agencies)","Outside London","AA/AO","75","75","23910","24750"
"In post","2021","20-29","Foreign, Commonwealth and Development Office (excl. agencies)","Outside London","EO","50","50","26160","26120"
"In post","2021","20-29","Foreign, Commonwealth and Development Office (excl. agencies)","Outside London","G6/G7","15","15","44670","48500"
"In post","2021","20-29","Foreign, Commonwealth and Development Office (excl. agencies)","Outside London","SEO/HEO","90","90","34380","33930"
"In post","2021","20-29","Foreign, Commonwealth and Development Office (excl. agencies)","Overseas","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Foreign, Commonwealth and Development Office (excl. agencies)","Overseas","EO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Foreign, Commonwealth and Development Office (excl. agencies)","Overseas","G6/G7","30","30","53190","52920"
"In post","2021","20-29","Foreign, Commonwealth and Development Office (excl. agencies)","Overseas","SEO/HEO","165","165","34780","33860"
"In post","2021","20-29","Forestry and Land Scotland","Outside London","AA/AO","70","65","23040","22920"
"In post","2021","20-29","Forestry and Land Scotland","Outside London","EO","25","25","29260","29140"
"In post","2021","20-29","Forestry and Land Scotland","Outside London","SEO/HEO","10","10","[c]","[c]"
"In post","2021","20-29","Government Actuary's Department","London","AA/AO","10","10","22860","21980"
"In post","2021","20-29","Government Actuary's Department","London","EO","10","10","28500","28230"
"In post","2021","20-29","Government Actuary's Department","London","G6/G7","5","5","[c]","[c]"
"In post","2021","20-29","Government Actuary's Department","London","SEO/HEO","30","30","40370","37830"
"In post","2021","20-29","Government Internal Audit Agency","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Government Internal Audit Agency","London","EO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Government Internal Audit Agency","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Government Internal Audit Agency","London","SEO/HEO","10","10","[c]","[c]"
"In post","2021","20-29","Government Internal Audit Agency","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Government Internal Audit Agency","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Government Internal Audit Agency","Outside London","SEO/HEO","10","10","[c]","[c]"
"In post","2021","20-29","Government Legal Department","London","AA/AO","15","15","23600","23670"
"In post","2021","20-29","Government Legal Department","London","EO","155","150","28770","27350"
"In post","2021","20-29","Government Legal Department","London","G6/G7","75","75","51410","51250"
"In post","2021","20-29","Government Legal Department","London","SEO/HEO","90","90","40160","43920"
"In post","2021","20-29","Government Legal Department","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Government Legal Department","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Government Legal Department","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Government Property Agency","London","EO","5","5","[c]","[c]"
"In post","2021","20-29","Government Property Agency","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Government Property Agency","London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Government Property Agency","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Government Property Agency","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Government Property Agency","Outside London","SEO/HEO","10","10","[c]","[c]"
"In post","2021","20-29","Government Property Agency","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Government Property Agency","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Health and Safety Executive","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Health and Safety Executive","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Health and Safety Executive","London","SEO/HEO","20","20","39410","36080"
"In post","2021","20-29","Health and Safety Executive","Outside London","AA/AO","50","50","21110","20480"
"In post","2021","20-29","Health and Safety Executive","Outside London","EO","95","95","26530","26370"
"In post","2021","20-29","Health and Safety Executive","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Health and Safety Executive","Outside London","SEO/HEO","80","75","33640","31710"
"In post","2021","20-29","HM Courts and Tribunals Service","London","AA/AO","485","485","21720","22680"
"In post","2021","20-29","HM Courts and Tribunals Service","London","EO","130","130","26040","26410"
"In post","2021","20-29","HM Courts and Tribunals Service","London","G6/G7","10","10","55760","54690"
"In post","2021","20-29","HM Courts and Tribunals Service","London","SEO/HEO","160","160","32880","30850"
"In post","2021","20-29","HM Courts and Tribunals Service","Outside London","AA/AO","1055","1025","18950","18880"
"In post","2021","20-29","HM Courts and Tribunals Service","Outside London","EO","200","200","22020","21530"
"In post","2021","20-29","HM Courts and Tribunals Service","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","20-29","HM Courts and Tribunals Service","Outside London","SEO/HEO","125","125","26650","24760"
"In post","2021","20-29","HM Courts and Tribunals Service","Unknown","AA/AO","10","10","[c]","[c]"
"In post","2021","20-29","HM Land Registry","London","AA/AO","20","20","25730","25850"
"In post","2021","20-29","HM Land Registry","London","EO","15","15","30600","30600"
"In post","2021","20-29","HM Land Registry","London","SEO/HEO","10","10","41460","41900"
"In post","2021","20-29","HM Land Registry","Outside London","AA/AO","670","655","22330","22350"
"In post","2021","20-29","HM Land Registry","Outside London","EO","305","300","27510","27130"
"In post","2021","20-29","HM Land Registry","Outside London","G6/G7","10","10","[c]","[c]"
"In post","2021","20-29","HM Land Registry","Outside London","SEO/HEO","75","75","36470","38450"
