"Status","Year","Ethnicity","Profession_of_post","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2021","Mixed","Security","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Security","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Security","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Security","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Security","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Security","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Security","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Social Research","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Social Research","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Social Research","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Social Research","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Social Research","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Social Research","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Statistics","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Statistics","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Statistics","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Statistics","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Statistics","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Statistics","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Tax","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Unknown","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Unknown","AO","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Unknown","EO","35","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Unknown","G6","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Unknown","G7","20","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Unknown","HEO","45","[c]","33030","32320"
"Leaver Dept.","2021","Mixed","Unknown","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Unknown","SEO","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Commercial","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Commercial","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Commercial","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Commercial","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Commercial","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Commercial","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Commercial","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Commercial","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Communications","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Communications","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Communications","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Communications","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Communications","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Communications","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Communications","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Corporate Finance","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Corporate Finance","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Corporate Finance","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Counter Fraud","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Counter Fraud","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Counter Fraud","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Counter Fraud","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Counter Fraud","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Counter Fraud","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Digital, Data and Technology","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Digital, Data and Technology","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Digital, Data and Technology","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Digital, Data and Technology","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Digital, Data and Technology","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Digital, Data and Technology","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Digital, Data and Technology","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Economics","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Economics","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Economics","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Economics","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Economics","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Economics","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Finance","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Finance","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Finance","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Finance","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Finance","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Finance","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Finance","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Human Resources","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Human Resources","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Human Resources","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Human Resources","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Human Resources","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Human Resources","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Human Resources","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Inspector of Education and Training","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Intelligence Analysis","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Intelligence Analysis","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Intelligence Analysis","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Intelligence Analysis","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Intelligence Analysis","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Internal Audit","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Internal Audit","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Internal Audit","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Internal Audit","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","International Trade","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","International Trade","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","International Trade","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","International Trade","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","International Trade","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","International Trade","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Knowledge and Information Management","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Knowledge and Information Management","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Knowledge and Information Management","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Knowledge and Information Management","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Knowledge and Information Management","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Legal","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Legal","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Legal","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Legal","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Legal","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Legal","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Legal","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Medicine","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Medicine","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Medicine","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Medicine","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Operational Delivery","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Operational Delivery","AO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Operational Delivery","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Operational Delivery","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Operational Delivery","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Operational Delivery","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Operational Delivery","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Operational Delivery","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Operational Research","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Operational Research","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Operational Research","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Operational Research","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Operational Research","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Operational Research","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Operational Research","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Other","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Other","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Other","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Other","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Other","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Other","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Other","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Other","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Other","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Planning","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Planning","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Planning","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Planning","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Planning","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Planning","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Planning Inspectors","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Policy","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Policy","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Policy","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Policy","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Policy","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Policy","HEO","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Policy","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Policy","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Policy","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Project Delivery","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Project Delivery","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Project Delivery","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Project Delivery","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Project Delivery","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Project Delivery","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Project Delivery","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Property","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Property","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Property","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Property","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Property","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Property","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Property","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Property","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Psychology","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Psychology","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Psychology","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Psychology","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Science and Engineering","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Science and Engineering","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Science and Engineering","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Science and Engineering","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Science and Engineering","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Science and Engineering","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Security","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Security","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Security","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Security","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Security","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Security","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Security","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Security","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Social Research","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Social Research","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Social Research","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Social Research","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Social Research","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Social Research","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Statistics","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Statistics","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Statistics","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Statistics","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Statistics","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Statistics","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Tax","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Unknown","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Unknown","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Unknown","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Unknown","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Unknown","HEO","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Unknown","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Unknown","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Commercial","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Commercial","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Commercial","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Commercial","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Communications","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Communications","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Communications","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Communications","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Digital, Data and Technology","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Digital, Data and Technology","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Digital, Data and Technology","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Digital, Data and Technology","G7","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Digital, Data and Technology","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Digital, Data and Technology","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Economics","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Economics","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Finance","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Finance","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Finance","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Finance","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Human Resources","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Human Resources","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Human Resources","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Human Resources","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Human Resources","SEO","[c]","[c]","[c]","[c]"
