"Status","Year","Ethnicity","Parent_department","Responsibility_level_grouped","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","Other ethnicity","HM Treasury","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","HM Treasury","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","HM Treasury","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","HM Treasury","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Home Office","AA/AO","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Home Office","AA/AO","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Home Office","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Home Office","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Home Office","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Home Office","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Home Office","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Home Office","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Home Office","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Ministry of Defence","AA/AO","AA","5","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Ministry of Defence","AA/AO","AO","10","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Ministry of Defence","EO","EO","5","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Ministry of Defence","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Ministry of Defence","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Ministry of Defence","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Ministry of Defence","SEO/HEO","HEO","5","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Ministry of Defence","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Ministry of Defence","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Ministry of Housing, Communities and Local Government","AA/AO","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Ministry of Housing, Communities and Local Government","AA/AO","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Ministry of Housing, Communities and Local Government","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Ministry of Housing, Communities and Local Government","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Ministry of Housing, Communities and Local Government","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Ministry of Housing, Communities and Local Government","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Ministry of Housing, Communities and Local Government","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Ministry of Housing, Communities and Local Government","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Ministry of Justice","AA/AO","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Ministry of Justice","AA/AO","AO","15","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Ministry of Justice","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Ministry of Justice","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Ministry of Justice","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Ministry of Justice","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Ministry of Justice","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Ministry of Justice","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Ministry of Justice","Unknown","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","National Crime Agency","AA/AO","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","National Crime Agency","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","National Crime Agency","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","National Crime Agency","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","National Crime Agency","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","National Crime Agency","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","National Crime Agency","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Northern Ireland Office","AA/AO","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Northern Ireland Office","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Northern Ireland Office","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Northern Ireland Office","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Northern Ireland Office","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Northern Ireland Office","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Office for Standards in Education","AA/AO","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Office for Standards in Education","AA/AO","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Office for Standards in Education","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Office for Standards in Education","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Office for Standards in Education","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Office for Standards in Education","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Office for Standards in Education","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Office of Gas and Electricity Markets","AA/AO","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Office of Gas and Electricity Markets","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Office of Gas and Electricity Markets","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Office of Gas and Electricity Markets","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Office of Gas and Electricity Markets","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Office of Gas and Electricity Markets","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Office of Gas and Electricity Markets","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Office of Qualifications and Examinations Regulation","AA/AO","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Office of Qualifications and Examinations Regulation","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Office of Qualifications and Examinations Regulation","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Office of Qualifications and Examinations Regulation","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Office of Qualifications and Examinations Regulation","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Office of Qualifications and Examinations Regulation","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Office of Qualifications and Examinations Regulation","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Office of Rail and Road","AA/AO","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Office of Rail and Road","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Office of Rail and Road","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Office of Rail and Road","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Office of Rail and Road","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Office of Rail and Road","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Other Cabinet Office Agencies","AA/AO","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Other Cabinet Office Agencies","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Other Cabinet Office Agencies","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Other Cabinet Office Agencies","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Other Cabinet Office Agencies","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Other Cabinet Office Agencies","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Other Cabinet Office Agencies","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Scotland Office","AA/AO","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Scotland Office","AA/AO","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Scotland Office","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Scotland Office","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Scotland Office","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Scotland Office","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Scotland Office","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Scottish Government","AA/AO","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Scottish Government","AA/AO","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Scottish Government","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Scottish Government","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Scottish Government","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Scottish Government","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Scottish Government","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Scottish Government","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","The National Archives","AA/AO","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","The National Archives","AA/AO","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","The National Archives","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","The National Archives","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","The National Archives","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","The National Archives","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","The National Archives","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","The National Archives","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","UK Export Finance","AA/AO","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","UK Export Finance","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","UK Export Finance","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","UK Export Finance","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","UK Export Finance","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","UK Export Finance","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","UK Export Finance","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","UK Supreme Court","AA/AO","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","UK Supreme Court","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","UK Supreme Court","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","UK Supreme Court","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","UK Supreme Court","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","United Kingdom Statistics Authority","AA/AO","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","United Kingdom Statistics Authority","AA/AO","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","United Kingdom Statistics Authority","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","United Kingdom Statistics Authority","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","United Kingdom Statistics Authority","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","United Kingdom Statistics Authority","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","United Kingdom Statistics Authority","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","United Kingdom Statistics Authority","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Wales Office","AA/AO","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Wales Office","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Wales Office","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Wales Office","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Water Services Regulation Authority","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Water Services Regulation Authority","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Water Services Regulation Authority","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Water Services Regulation Authority","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Water Services Regulation Authority","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Welsh Government","AA/AO","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Welsh Government","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Welsh Government","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Welsh Government","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Welsh Government","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Welsh Government","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Attorney General's Departments","AA/AO","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Attorney General's Departments","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Attorney General's Departments","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Attorney General's Departments","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Cabinet Office","AA/AO","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Cabinet Office","EO","EO","10","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Cabinet Office","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Cabinet Office","G6/G7","G7","5","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Cabinet Office","SEO/HEO","HEO","5","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Cabinet Office","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Chancellor's other departments","AA/AO","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Chancellor's other departments","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Competition and Markets Authority","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Competition and Markets Authority","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Department for Business, Energy and Industrial Strategy","AA/AO","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Department for Business, Energy and Industrial Strategy","EO","EO","5","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Department for Business, Energy and Industrial Strategy","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Department for Business, Energy and Industrial Strategy","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Department for Business, Energy and Industrial Strategy","SEO/HEO","HEO","5","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Department for Business, Energy and Industrial Strategy","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Department for Digital, Culture, Media and Sport","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Department for Digital, Culture, Media and Sport","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Department for Digital, Culture, Media and Sport","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Department for Education","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Department for Education","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Department for Education","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Department for Education","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Department for Environment, Food and Rural Affairs","AA/AO","AO","5","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Department for Environment, Food and Rural Affairs","EO","EO","15","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Department for Environment, Food and Rural Affairs","G6/G7","G7","5","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Department for Environment, Food and Rural Affairs","SEO/HEO","HEO","10","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Department for Environment, Food and Rural Affairs","SEO/HEO","SEO","10","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Department for International Trade","AA/AO","AO","40","[c]","18200","18200"
"New entrant CS","2021","Undeclared","Department for International Trade","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Department for International Trade","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Department for International Trade","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Department for Transport","AA/AO","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Department for Transport","AA/AO","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Department for Transport","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Department for Transport","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Department for Transport","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Department for Transport","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Department for Transport","SEO/HEO","SEO","5","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Department for Work and Pensions","AA/AO","AO","95","[c]","21660","21010"
"New entrant CS","2021","Undeclared","Department for Work and Pensions","EO","EO","210","[c]","28850","27570"
"New entrant CS","2021","Undeclared","Department for Work and Pensions","G6/G7","G7","5","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Department for Work and Pensions","SEO/HEO","HEO","10","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Department for Work and Pensions","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Department of Health and Social Care","AA/AO","AO","25","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Department of Health and Social Care","EO","EO","15","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Department of Health and Social Care","G6/G7","G6","5","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Department of Health and Social Care","G6/G7","G7","10","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Department of Health and Social Care","SCS level","SCS level","5","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Department of Health and Social Care","SEO/HEO","HEO","30","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Department of Health and Social Care","SEO/HEO","SEO","25","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Food Standards Agency","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Food Standards Agency","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","HM Land Registry","AA/AO","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","HM Land Registry","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","HM Revenue and Customs","AA/AO","AO","10","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","HM Revenue and Customs","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","HM Revenue and Customs","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","HM Revenue and Customs","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","HM Revenue and Customs","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","HM Revenue and Customs","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","HM Treasury","AA/AO","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","HM Treasury","EO","EO","5","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","HM Treasury","G6/G7","G7","5","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","HM Treasury","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","HM Treasury","SEO/HEO","HEO","15","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Home Office","AA/AO","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Home Office","AA/AO","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Home Office","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Home Office","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Home Office","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Ministry of Defence","AA/AO","AA","10","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Ministry of Defence","AA/AO","AO","15","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Ministry of Defence","EO","EO","20","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Ministry of Defence","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Ministry of Defence","G6/G7","G7","5","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Ministry of Defence","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Ministry of Defence","SEO/HEO","HEO","15","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Ministry of Defence","SEO/HEO","SEO","10","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Ministry of Defence","Unknown","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Ministry of Housing, Communities and Local Government","AA/AO","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Ministry of Housing, Communities and Local Government","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Ministry of Housing, Communities and Local Government","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Ministry of Housing, Communities and Local Government","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Ministry of Housing, Communities and Local Government","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Ministry of Justice","AA/AO","AA","10","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Ministry of Justice","AA/AO","AO","40","[c]","22790","22680"
"New entrant CS","2021","Undeclared","Ministry of Justice","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Ministry of Justice","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Ministry of Justice","SEO/HEO","HEO","10","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Ministry of Justice","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Ministry of Justice","Unknown","Unknown","20","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","National Crime Agency","AA/AO","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","National Crime Agency","EO","EO","35","[c]","28000","27660"
"New entrant CS","2021","Undeclared","National Crime Agency","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","National Crime Agency","SEO/HEO","HEO","5","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","National Crime Agency","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Office of Gas and Electricity Markets","AA/AO","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Office of Gas and Electricity Markets","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Office of Gas and Electricity Markets","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Office of Gas and Electricity Markets","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Office of Qualifications and Examinations Regulation","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Office of Qualifications and Examinations Regulation","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Other Cabinet Office Agencies","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Other Cabinet Office Agencies","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Other Cabinet Office Agencies","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
