"Status","Year","Parent_department","Profession_of_post","Region_london","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Ministry of Defence","Security","London","HEO","20","20","40620","37640"
"In post","2021","Ministry of Defence","Security","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Defence","Security","London","SEO","30","30","45380","45200"
"In post","2021","Ministry of Defence","Security","Outside London","AA","2170","2120","19810","19560"
"In post","2021","Ministry of Defence","Security","Outside London","AO","2615","2570","32920","39070"
"In post","2021","Ministry of Defence","Security","Outside London","EO","660","650","34520","41770"
"In post","2021","Ministry of Defence","Security","Outside London","G6","5","5","[c]","[c]"
"In post","2021","Ministry of Defence","Security","Outside London","G7","35","35","53210","50900"
"In post","2021","Ministry of Defence","Security","Outside London","HEO","210","210","42680","36130"
"In post","2021","Ministry of Defence","Security","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Defence","Security","Outside London","SEO","105","105","45940","40580"
"In post","2021","Ministry of Defence","Security","Outside London","Unknown","25","25","37460","33900"
"In post","2021","Ministry of Defence","Security","Overseas","AO","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Defence","Security","Overseas","EO","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Defence","Security","Overseas","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Defence","Security","Overseas","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Defence","Security","Overseas","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Defence","Security","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Defence","Security","Unknown","AA","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Defence","Security","Unknown","AO","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Defence","Security","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Defence","Security","Unknown","G7","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Defence","Statistics","London","AO","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Defence","Statistics","London","EO","10","10","29640","27480"
"In post","2021","Ministry of Defence","Statistics","London","G6","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Defence","Statistics","London","G7","5","5","[c]","[c]"
"In post","2021","Ministry of Defence","Statistics","London","HEO","15","15","39690","40280"
"In post","2021","Ministry of Defence","Statistics","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Defence","Statistics","London","SEO","20","15","47110","48200"
"In post","2021","Ministry of Defence","Statistics","Outside London","AO","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Defence","Statistics","Outside London","EO","35","35","27830","27850"
"In post","2021","Ministry of Defence","Statistics","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Defence","Statistics","Outside London","G7","15","15","54590","56500"
"In post","2021","Ministry of Defence","Statistics","Outside London","HEO","30","30","35170","36000"
"In post","2021","Ministry of Defence","Statistics","Outside London","SEO","30","25","42000","43000"
"In post","2021","Ministry of Defence","Statistics","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Defence","Unknown","London","AO","20","20","25010","25390"
"In post","2021","Ministry of Defence","Unknown","London","EO","25","25","30800","30750"
"In post","2021","Ministry of Defence","Unknown","London","G6","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Defence","Unknown","London","G7","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Defence","Unknown","London","HEO","30","30","38080","37640"
"In post","2021","Ministry of Defence","Unknown","London","SEO","15","15","44690","44530"
"In post","2021","Ministry of Defence","Unknown","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Defence","Unknown","Outside London","AA","15","15","19380","19560"
"In post","2021","Ministry of Defence","Unknown","Outside London","AO","175","170","21550","21130"
"In post","2021","Ministry of Defence","Unknown","Outside London","EO","360","345","27610","26670"
"In post","2021","Ministry of Defence","Unknown","Outside London","G6","25","25","67770","64220"
"In post","2021","Ministry of Defence","Unknown","Outside London","G7","90","90","56940","54540"
"In post","2021","Ministry of Defence","Unknown","Outside London","HEO","405","400","34290","33300"
"In post","2021","Ministry of Defence","Unknown","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Defence","Unknown","Outside London","SEO","275","270","41880","40580"
"In post","2021","Ministry of Defence","Unknown","Outside London","Unknown","20","20","117540","95900"
"In post","2021","Ministry of Defence","Unknown","Overseas","AO","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Defence","Unknown","Overseas","EO","10","10","28750","26800"
"In post","2021","Ministry of Defence","Unknown","Overseas","HEO","15","15","33630","33300"
"In post","2021","Ministry of Defence","Unknown","Overseas","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Defence","Unknown","Unknown","AA","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Defence","Unknown","Unknown","AO","5","5","[c]","[c]"
"In post","2021","Ministry of Defence","Unknown","Unknown","EO","10","10","[c]","[c]"
"In post","2021","Ministry of Defence","Unknown","Unknown","G6","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Defence","Unknown","Unknown","G7","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Defence","Unknown","Unknown","HEO","10","10","37960","37640"
"In post","2021","Ministry of Defence","Unknown","Unknown","SEO","5","5","[c]","[c]"
"In post","2021","Ministry of Defence","Veterinarian","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Housing, Communities and Local Government","Commercial","London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Housing, Communities and Local Government","Commercial","London","G7","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Housing, Communities and Local Government","Commercial","London","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Housing, Communities and Local Government","Commercial","London","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Housing, Communities and Local Government","Commercial","Outside London","AO","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Housing, Communities and Local Government","Commercial","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Housing, Communities and Local Government","Commercial","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Housing, Communities and Local Government","Commercial","Outside London","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Housing, Communities and Local Government","Commercial","Outside London","SEO","5","5","[c]","[c]"
"In post","2021","Ministry of Housing, Communities and Local Government","Communications","London","AO","5","5","[c]","[c]"
"In post","2021","Ministry of Housing, Communities and Local Government","Communications","London","EO","15","15","28880","27850"
"In post","2021","Ministry of Housing, Communities and Local Government","Communications","London","G6","10","10","[c]","[c]"
"In post","2021","Ministry of Housing, Communities and Local Government","Communications","London","G7","20","20","53740","53130"
"In post","2021","Ministry of Housing, Communities and Local Government","Communications","London","HEO","25","25","34130","33210"
"In post","2021","Ministry of Housing, Communities and Local Government","Communications","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Housing, Communities and Local Government","Communications","London","SEO","15","15","42240","41050"
"In post","2021","Ministry of Housing, Communities and Local Government","Communications","Outside London","AO","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Housing, Communities and Local Government","Communications","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Housing, Communities and Local Government","Communications","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Housing, Communities and Local Government","Communications","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Housing, Communities and Local Government","Communications","Outside London","HEO","5","5","[c]","[c]"
"In post","2021","Ministry of Housing, Communities and Local Government","Communications","Outside London","SEO","5","5","[c]","[c]"
"In post","2021","Ministry of Housing, Communities and Local Government","Digital, Data and Technology","London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Housing, Communities and Local Government","Digital, Data and Technology","London","G6","5","5","[c]","[c]"
"In post","2021","Ministry of Housing, Communities and Local Government","Digital, Data and Technology","London","G7","25","25","55030","53130"
"In post","2021","Ministry of Housing, Communities and Local Government","Digital, Data and Technology","London","HEO","5","5","[c]","[c]"
"In post","2021","Ministry of Housing, Communities and Local Government","Digital, Data and Technology","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Housing, Communities and Local Government","Digital, Data and Technology","London","SEO","15","15","42440","40980"
"In post","2021","Ministry of Housing, Communities and Local Government","Digital, Data and Technology","Outside London","EO","10","10","[c]","[c]"
"In post","2021","Ministry of Housing, Communities and Local Government","Digital, Data and Technology","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Housing, Communities and Local Government","Digital, Data and Technology","Outside London","G7","10","10","53060","53570"
"In post","2021","Ministry of Housing, Communities and Local Government","Digital, Data and Technology","Outside London","HEO","20","15","33450","32780"
"In post","2021","Ministry of Housing, Communities and Local Government","Digital, Data and Technology","Outside London","SEO","25","25","40800","40720"
"In post","2021","Ministry of Housing, Communities and Local Government","Economics","London","AO","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Housing, Communities and Local Government","Economics","London","EO","5","5","[c]","[c]"
"In post","2021","Ministry of Housing, Communities and Local Government","Economics","London","G6","10","10","[c]","[c]"
"In post","2021","Ministry of Housing, Communities and Local Government","Economics","London","G7","20","20","54610","53130"
"In post","2021","Ministry of Housing, Communities and Local Government","Economics","London","HEO","30","30","32370","33210"
"In post","2021","Ministry of Housing, Communities and Local Government","Economics","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Housing, Communities and Local Government","Economics","London","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Housing, Communities and Local Government","Finance","London","AO","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Housing, Communities and Local Government","Finance","London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Housing, Communities and Local Government","Finance","London","G6","20","20","67280","64400"
"In post","2021","Ministry of Housing, Communities and Local Government","Finance","London","G7","25","25","54500","53130"
"In post","2021","Ministry of Housing, Communities and Local Government","Finance","London","HEO","10","10","35600","35890"
"In post","2021","Ministry of Housing, Communities and Local Government","Finance","London","SCS level","5","5","[c]","[c]"
"In post","2021","Ministry of Housing, Communities and Local Government","Finance","London","SEO","20","20","42310","41980"
"In post","2021","Ministry of Housing, Communities and Local Government","Finance","Outside London","AO","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Housing, Communities and Local Government","Finance","Outside London","EO","10","10","[c]","[c]"
"In post","2021","Ministry of Housing, Communities and Local Government","Finance","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Housing, Communities and Local Government","Finance","Outside London","G7","10","10","[c]","[c]"
"In post","2021","Ministry of Housing, Communities and Local Government","Finance","Outside London","HEO","10","10","35380","35780"
"In post","2021","Ministry of Housing, Communities and Local Government","Finance","Outside London","SCS level","5","5","[c]","[c]"
"In post","2021","Ministry of Housing, Communities and Local Government","Finance","Outside London","SEO","15","15","40660","40720"
"In post","2021","Ministry of Housing, Communities and Local Government","Human Resources","London","AO","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Housing, Communities and Local Government","Human Resources","London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Housing, Communities and Local Government","Human Resources","London","G6","5","5","[c]","[c]"
"In post","2021","Ministry of Housing, Communities and Local Government","Human Resources","London","G7","5","5","[c]","[c]"
"In post","2021","Ministry of Housing, Communities and Local Government","Human Resources","London","HEO","5","5","[c]","[c]"
"In post","2021","Ministry of Housing, Communities and Local Government","Human Resources","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Housing, Communities and Local Government","Human Resources","London","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Housing, Communities and Local Government","Human Resources","Outside London","AO","15","15","22520","23070"
"In post","2021","Ministry of Housing, Communities and Local Government","Human Resources","Outside London","EO","5","5","[c]","[c]"
"In post","2021","Ministry of Housing, Communities and Local Government","Human Resources","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Housing, Communities and Local Government","Human Resources","Outside London","G7","10","10","[c]","[c]"
"In post","2021","Ministry of Housing, Communities and Local Government","Human Resources","Outside London","HEO","10","10","31360","30530"
"In post","2021","Ministry of Housing, Communities and Local Government","Human Resources","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Housing, Communities and Local Government","Human Resources","Outside London","SEO","10","10","39550","40720"
"In post","2021","Ministry of Housing, Communities and Local Government","Internal Audit","Outside London","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Housing, Communities and Local Government","Internal Audit","Outside London","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Housing, Communities and Local Government","Knowledge and Information Management","London","AO","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Housing, Communities and Local Government","Knowledge and Information Management","London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Housing, Communities and Local Government","Knowledge and Information Management","London","G6","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Housing, Communities and Local Government","Knowledge and Information Management","London","G7","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Housing, Communities and Local Government","Knowledge and Information Management","London","HEO","5","5","[c]","[c]"
"In post","2021","Ministry of Housing, Communities and Local Government","Knowledge and Information Management","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Housing, Communities and Local Government","Knowledge and Information Management","London","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Housing, Communities and Local Government","Knowledge and Information Management","Outside London","AA","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Housing, Communities and Local Government","Knowledge and Information Management","Outside London","AO","5","5","[c]","[c]"
"In post","2021","Ministry of Housing, Communities and Local Government","Knowledge and Information Management","Outside London","EO","15","15","26990","27530"
"In post","2021","Ministry of Housing, Communities and Local Government","Knowledge and Information Management","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Housing, Communities and Local Government","Knowledge and Information Management","Outside London","HEO","5","5","[c]","[c]"
"In post","2021","Ministry of Housing, Communities and Local Government","Knowledge and Information Management","Outside London","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Housing, Communities and Local Government","Legal","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Housing, Communities and Local Government","Operational Delivery","London","AO","15","15","26980","26870"
"In post","2021","Ministry of Housing, Communities and Local Government","Operational Delivery","London","EO","50","50","29060","27850"
"In post","2021","Ministry of Housing, Communities and Local Government","Operational Delivery","London","G6","10","10","65010","64090"
"In post","2021","Ministry of Housing, Communities and Local Government","Operational Delivery","London","G7","15","15","55990","53870"
"In post","2021","Ministry of Housing, Communities and Local Government","Operational Delivery","London","HEO","45","45","34700","33210"
"In post","2021","Ministry of Housing, Communities and Local Government","Operational Delivery","London","SCS level","5","5","[c]","[c]"
"In post","2021","Ministry of Housing, Communities and Local Government","Operational Delivery","London","SEO","20","20","41590","39600"
"In post","2021","Ministry of Housing, Communities and Local Government","Operational Delivery","Outside London","AA","10","10","[c]","[c]"
"In post","2021","Ministry of Housing, Communities and Local Government","Operational Delivery","Outside London","AO","165","155","21880","22560"
"In post","2021","Ministry of Housing, Communities and Local Government","Operational Delivery","Outside London","EO","100","90","26670","26050"
"In post","2021","Ministry of Housing, Communities and Local Government","Operational Delivery","Outside London","G6","45","40","63530","58810"
"In post","2021","Ministry of Housing, Communities and Local Government","Operational Delivery","Outside London","G7","65","65","50650","48810"
"In post","2021","Ministry of Housing, Communities and Local Government","Operational Delivery","Outside London","HEO","155","145","32100","32620"
"In post","2021","Ministry of Housing, Communities and Local Government","Operational Delivery","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Housing, Communities and Local Government","Operational Delivery","Outside London","SEO","80","80","39620","38310"
"In post","2021","Ministry of Housing, Communities and Local Government","Operational Research","London","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Housing, Communities and Local Government","Operational Research","Outside London","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Housing, Communities and Local Government","Planning","London","AO","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Housing, Communities and Local Government","Planning","London","EO","10","10","28720","27850"
"In post","2021","Ministry of Housing, Communities and Local Government","Planning","London","G6","10","10","[c]","[c]"
"In post","2021","Ministry of Housing, Communities and Local Government","Planning","London","G7","20","20","55030","53130"
"In post","2021","Ministry of Housing, Communities and Local Government","Planning","London","HEO","10","10","35660","36500"
"In post","2021","Ministry of Housing, Communities and Local Government","Planning","London","SCS level","5","5","[c]","[c]"
"In post","2021","Ministry of Housing, Communities and Local Government","Planning","London","SEO","20","20","41520","40870"
"In post","2021","Ministry of Housing, Communities and Local Government","Planning","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Housing, Communities and Local Government","Planning","Outside London","G7","10","10","[c]","[c]"
"In post","2021","Ministry of Housing, Communities and Local Government","Planning","Outside London","HEO","15","10","33500","34860"
"In post","2021","Ministry of Housing, Communities and Local Government","Planning","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Housing, Communities and Local Government","Planning","Outside London","SEO","20","20","40800","40720"
"In post","2021","Ministry of Housing, Communities and Local Government","Planning Inspectors","Outside London","G6","205","175","64020","58810"
"In post","2021","Ministry of Housing, Communities and Local Government","Planning Inspectors","Outside London","G7","140","130","48610","47660"
"In post","2021","Ministry of Housing, Communities and Local Government","Planning Inspectors","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Housing, Communities and Local Government","Policy","London","AO","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Housing, Communities and Local Government","Policy","London","EO","100","100","29320","27850"
"In post","2021","Ministry of Housing, Communities and Local Government","Policy","London","G6","155","150","65250","64090"
"In post","2021","Ministry of Housing, Communities and Local Government","Policy","London","G7","365","355","54330","53130"
"In post","2021","Ministry of Housing, Communities and Local Government","Policy","London","HEO","205","200","34120","33210"
"In post","2021","Ministry of Housing, Communities and Local Government","Policy","London","SCS level","80","75","85010","76360"
"In post","2021","Ministry of Housing, Communities and Local Government","Policy","London","SEO","155","155","40480","39600"
"In post","2021","Ministry of Housing, Communities and Local Government","Policy","Outside London","EO","15","15","25900","24830"
"In post","2021","Ministry of Housing, Communities and Local Government","Policy","Outside London","G6","15","15","62180","61970"
"In post","2021","Ministry of Housing, Communities and Local Government","Policy","Outside London","G7","45","45","49160","48200"
"In post","2021","Ministry of Housing, Communities and Local Government","Policy","Outside London","HEO","70","65","30980","30190"
"In post","2021","Ministry of Housing, Communities and Local Government","Policy","Outside London","SCS level","10","10","[c]","[c]"
"In post","2021","Ministry of Housing, Communities and Local Government","Policy","Outside London","SEO","50","50","37620","36340"
"In post","2021","Ministry of Housing, Communities and Local Government","Project Delivery","London","EO","5","5","[c]","[c]"
"In post","2021","Ministry of Housing, Communities and Local Government","Project Delivery","London","G6","5","5","[c]","[c]"
"In post","2021","Ministry of Housing, Communities and Local Government","Project Delivery","London","G7","20","20","55300","53310"
"In post","2021","Ministry of Housing, Communities and Local Government","Project Delivery","London","HEO","20","20","34690","33210"
"In post","2021","Ministry of Housing, Communities and Local Government","Project Delivery","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Housing, Communities and Local Government","Project Delivery","London","SEO","10","10","39950","39600"
"In post","2021","Ministry of Housing, Communities and Local Government","Project Delivery","Outside London","AO","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Housing, Communities and Local Government","Project Delivery","Outside London","EO","5","5","[c]","[c]"
"In post","2021","Ministry of Housing, Communities and Local Government","Project Delivery","Outside London","G6","5","5","[c]","[c]"
"In post","2021","Ministry of Housing, Communities and Local Government","Project Delivery","Outside London","G7","25","25","49580","48200"
"In post","2021","Ministry of Housing, Communities and Local Government","Project Delivery","Outside London","HEO","10","10","32400","31820"
"In post","2021","Ministry of Housing, Communities and Local Government","Project Delivery","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Housing, Communities and Local Government","Project Delivery","Outside London","SEO","10","10","38410","36340"
"In post","2021","Ministry of Housing, Communities and Local Government","Property","London","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Housing, Communities and Local Government","Science and Engineering","Outside London","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Housing, Communities and Local Government","Security","London","G7","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Housing, Communities and Local Government","Security","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Housing, Communities and Local Government","Security","London","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Housing, Communities and Local Government","Social Research","London","G6","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Housing, Communities and Local Government","Social Research","London","G7","15","15","54510","54120"
"In post","2021","Ministry of Housing, Communities and Local Government","Social Research","London","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Housing, Communities and Local Government","Social Research","London","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Housing, Communities and Local Government","Statistics","London","AO","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Housing, Communities and Local Government","Statistics","London","EO","10","10","30380","30490"
"In post","2021","Ministry of Housing, Communities and Local Government","Statistics","London","G6","10","10","69280","68950"
"In post","2021","Ministry of Housing, Communities and Local Government","Statistics","London","G7","30","30","56030","53650"
"In post","2021","Ministry of Housing, Communities and Local Government","Statistics","London","HEO","20","20","34410","33650"
"In post","2021","Ministry of Housing, Communities and Local Government","Statistics","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Housing, Communities and Local Government","Statistics","London","SEO","15","15","42570","42980"
"In post","2021","Ministry of Housing, Communities and Local Government","Statistics","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Housing, Communities and Local Government","Statistics","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Housing, Communities and Local Government","Statistics","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Housing, Communities and Local Government","Statistics","Outside London","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Housing, Communities and Local Government","Statistics","Outside London","SEO","5","5","[c]","[c]"
"In post","2021","Ministry of Justice","Commercial","London","AO","20","20","25620","25860"
"In post","2021","Ministry of Justice","Commercial","London","EO","40","40","29240","30110"
"In post","2021","Ministry of Justice","Commercial","London","G6","25","20","80920","76280"
"In post","2021","Ministry of Justice","Commercial","London","G7","45","45","65340","64350"
"In post","2021","Ministry of Justice","Commercial","London","HEO","45","45","35070","33900"
"In post","2021","Ministry of Justice","Commercial","London","SCS level","10","10","[c]","[c]"
"In post","2021","Ministry of Justice","Commercial","London","SEO","120","120","47340","46600"
"In post","2021","Ministry of Justice","Commercial","London","Unknown","10","10","45860","41060"
"In post","2021","Ministry of Justice","Commercial","Outside London","AO","40","35","21740","21710"
"In post","2021","Ministry of Justice","Commercial","Outside London","EO","50","45","25960","25830"
"In post","2021","Ministry of Justice","Commercial","Outside London","G6","45","45","78350","82270"
"In post","2021","Ministry of Justice","Commercial","Outside London","G7","60","60","64960","66490"
"In post","2021","Ministry of Justice","Commercial","Outside London","HEO","80","80","31340","31180"
"In post","2021","Ministry of Justice","Commercial","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Justice","Commercial","Outside London","SEO","275","270","46520","46870"
"In post","2021","Ministry of Justice","Commercial","Outside London","Unknown","25","25","42880","40890"
"In post","2021","Ministry of Justice","Communications","London","AO","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Justice","Communications","London","EO","10","10","[c]","[c]"
"In post","2021","Ministry of Justice","Communications","London","G6","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Justice","Communications","London","G7","35","30","56340","54210"
"In post","2021","Ministry of Justice","Communications","London","HEO","25","25","32630","30850"
"In post","2021","Ministry of Justice","Communications","London","SCS level","5","5","[c]","[c]"
"In post","2021","Ministry of Justice","Communications","London","SEO","45","45","41700","39580"
"In post","2021","Ministry of Justice","Communications","Outside London","AO","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Justice","Communications","Outside London","EO","5","5","[c]","[c]"
"In post","2021","Ministry of Justice","Communications","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Justice","Communications","Outside London","G7","10","10","[c]","[c]"
"In post","2021","Ministry of Justice","Communications","Outside London","HEO","15","15","27130","26550"
"In post","2021","Ministry of Justice","Communications","Outside London","SEO","10","10","39430","39540"
"In post","2021","Ministry of Justice","Digital, Data and Technology","London","AO","5","5","[c]","[c]"
"In post","2021","Ministry of Justice","Digital, Data and Technology","London","EO","40","40","27060","26410"
"In post","2021","Ministry of Justice","Digital, Data and Technology","London","G7","270","265","63350","62390"
"In post","2021","Ministry of Justice","Digital, Data and Technology","London","HEO","75","75","32110","30850"
"In post","2021","Ministry of Justice","Digital, Data and Technology","London","SCS level","15","15","94880","91650"
"In post","2021","Ministry of Justice","Digital, Data and Technology","London","SEO","160","155","42360","41730"
"In post","2021","Ministry of Justice","Digital, Data and Technology","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Justice","Digital, Data and Technology","Outside London","EO","80","75","24740","23080"
"In post","2021","Ministry of Justice","Digital, Data and Technology","Outside London","G7","150","150","56820","56310"
"In post","2021","Ministry of Justice","Digital, Data and Technology","Outside London","HEO","95","95","29260","28760"
"In post","2021","Ministry of Justice","Digital, Data and Technology","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Justice","Digital, Data and Technology","Outside London","SEO","110","105","38130","36900"
"In post","2021","Ministry of Justice","Digital, Data and Technology","Outside London","Unknown","20","20","36390","35460"
"In post","2021","Ministry of Justice","Digital, Data and Technology","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Justice","Economics","London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Justice","Economics","London","G7","15","15","61890","59900"
"In post","2021","Ministry of Justice","Economics","London","HEO","20","20","32360","31470"
"In post","2021","Ministry of Justice","Economics","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Justice","Economics","London","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Justice","Economics","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Justice","Economics","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Justice","Economics","Outside London","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Justice","Finance","London","AA","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Justice","Finance","London","AO","15","15","22890","23500"
"In post","2021","Ministry of Justice","Finance","London","EO","60","60","27160","26410"
"In post","2021","Ministry of Justice","Finance","London","G7","115","115","61400","59420"
"In post","2021","Ministry of Justice","Finance","London","HEO","70","70","33300","32390"
"In post","2021","Ministry of Justice","Finance","London","SCS level","25","25","90600","83300"
"In post","2021","Ministry of Justice","Finance","London","SEO","120","115","42270","41410"
"In post","2021","Ministry of Justice","Finance","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Justice","Finance","Outside London","AA","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Justice","Finance","Outside London","AO","35","35","20240","19930"
"In post","2021","Ministry of Justice","Finance","Outside London","EO","85","80","24790","25690"
"In post","2021","Ministry of Justice","Finance","Outside London","G7","70","70","59020","57620"
"In post","2021","Ministry of Justice","Finance","Outside London","HEO","60","60","28550","27640"
"In post","2021","Ministry of Justice","Finance","Outside London","SCS level","5","5","[c]","[c]"
"In post","2021","Ministry of Justice","Finance","Outside London","SEO","125","120","41800","41690"
"In post","2021","Ministry of Justice","Human Resources","London","AO","[c]","[c]","[c]","[c]"
