"Status","Year","Parent_department","Profession_of_post","Region_london","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Ministry of Justice","Human Resources","London","EO","35","30","28210","27940"
"In post","2021","Ministry of Justice","Human Resources","London","G6","5","5","[c]","[c]"
"In post","2021","Ministry of Justice","Human Resources","London","G7","85","85","62350","61540"
"In post","2021","Ministry of Justice","Human Resources","London","HEO","90","85","33480","32580"
"In post","2021","Ministry of Justice","Human Resources","London","SCS level","10","10","91350","86800"
"In post","2021","Ministry of Justice","Human Resources","London","SEO","85","85","45800","44000"
"In post","2021","Ministry of Justice","Human Resources","Outside London","AA","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Justice","Human Resources","Outside London","AO","35","30","21810","20890"
"In post","2021","Ministry of Justice","Human Resources","Outside London","EO","80","75","25990","25770"
"In post","2021","Ministry of Justice","Human Resources","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Justice","Human Resources","Outside London","G7","90","90","58690","59620"
"In post","2021","Ministry of Justice","Human Resources","Outside London","HEO","185","180","29620","30450"
"In post","2021","Ministry of Justice","Human Resources","Outside London","SCS level","5","5","[c]","[c]"
"In post","2021","Ministry of Justice","Human Resources","Outside London","SEO","210","200","44610","44980"
"In post","2021","Ministry of Justice","Human Resources","Outside London","Unknown","5","5","[c]","[c]"
"In post","2021","Ministry of Justice","Intelligence Analysis","London","AO","5","5","[c]","[c]"
"In post","2021","Ministry of Justice","Intelligence Analysis","London","EO","35","30","31930","30320"
"In post","2021","Ministry of Justice","Intelligence Analysis","London","G7","5","5","[c]","[c]"
"In post","2021","Ministry of Justice","Intelligence Analysis","London","HEO","15","15","34840","34380"
"In post","2021","Ministry of Justice","Intelligence Analysis","London","SEO","10","10","[c]","[c]"
"In post","2021","Ministry of Justice","Intelligence Analysis","Outside London","AO","10","10","20870","20890"
"In post","2021","Ministry of Justice","Intelligence Analysis","Outside London","EO","320","305","28370","27380"
"In post","2021","Ministry of Justice","Intelligence Analysis","Outside London","G7","10","10","[c]","[c]"
"In post","2021","Ministry of Justice","Intelligence Analysis","Outside London","HEO","35","35","31220","31180"
"In post","2021","Ministry of Justice","Intelligence Analysis","Outside London","SEO","20","20","42690","43800"
"In post","2021","Ministry of Justice","Internal Audit","London","AO","10","10","[c]","[c]"
"In post","2021","Ministry of Justice","Internal Audit","London","G6","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Justice","Internal Audit","London","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Justice","Internal Audit","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Justice","Internal Audit","London","SEO","5","5","[c]","[c]"
"In post","2021","Ministry of Justice","Internal Audit","Outside London","AO","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Justice","Internal Audit","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Justice","Internal Audit","Outside London","G6","5","5","[c]","[c]"
"In post","2021","Ministry of Justice","Internal Audit","Outside London","HEO","5","5","[c]","[c]"
"In post","2021","Ministry of Justice","Internal Audit","Outside London","SEO","30","30","49550","51150"
"In post","2021","Ministry of Justice","Internal Audit","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Justice","Knowledge and Information Management","London","AO","10","10","23800","23500"
"In post","2021","Ministry of Justice","Knowledge and Information Management","London","EO","10","10","[c]","[c]"
"In post","2021","Ministry of Justice","Knowledge and Information Management","London","G7","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Justice","Knowledge and Information Management","London","HEO","5","5","[c]","[c]"
"In post","2021","Ministry of Justice","Knowledge and Information Management","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Justice","Knowledge and Information Management","London","SEO","10","10","40760","40270"
"In post","2021","Ministry of Justice","Knowledge and Information Management","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Justice","Knowledge and Information Management","Outside London","AO","5","5","[c]","[c]"
"In post","2021","Ministry of Justice","Knowledge and Information Management","Outside London","EO","20","15","22820","22340"
"In post","2021","Ministry of Justice","Knowledge and Information Management","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Justice","Knowledge and Information Management","Outside London","HEO","10","10","[c]","[c]"
"In post","2021","Ministry of Justice","Knowledge and Information Management","Outside London","SEO","5","5","[c]","[c]"
"In post","2021","Ministry of Justice","Knowledge and Information Management","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Justice","Legal","London","EO","10","10","[c]","[c]"
"In post","2021","Ministry of Justice","Legal","London","G7","165","155","60690","57710"
"In post","2021","Ministry of Justice","Legal","London","HEO","65","65","30920","30850"
"In post","2021","Ministry of Justice","Legal","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Justice","Legal","London","SEO","135","120","45510","46230"
"In post","2021","Ministry of Justice","Legal","London","Unknown","5","5","[c]","[c]"
"In post","2021","Ministry of Justice","Legal","Outside London","AO","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Justice","Legal","Outside London","EO","20","20","22970","22570"
"In post","2021","Ministry of Justice","Legal","Outside London","G7","125","125","57290","57330"
"In post","2021","Ministry of Justice","Legal","Outside London","HEO","145","145","25840","24000"
"In post","2021","Ministry of Justice","Legal","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Justice","Legal","Outside London","SEO","640","555","41300","42700"
"In post","2021","Ministry of Justice","Operational Delivery","London","AA","1040","975","22410","23790"
"In post","2021","Ministry of Justice","Operational Delivery","London","AO","4210","4005","27640","24440"
"In post","2021","Ministry of Justice","Operational Delivery","London","EO","1465","1415","29550","26810"
"In post","2021","Ministry of Justice","Operational Delivery","London","G6","50","45","79950","77150"
"In post","2021","Ministry of Justice","Operational Delivery","London","G7","330","320","59200","58060"
"In post","2021","Ministry of Justice","Operational Delivery","London","HEO","910","885","34560","32870"
"In post","2021","Ministry of Justice","Operational Delivery","London","SCS level","65","65","91310","82990"
"In post","2021","Ministry of Justice","Operational Delivery","London","SEO","595","585","44060","41090"
"In post","2021","Ministry of Justice","Operational Delivery","London","Unknown","1540","1485","33350","32090"
"In post","2021","Ministry of Justice","Operational Delivery","Outside London","AA","6815","6240","20080","20600"
"In post","2021","Ministry of Justice","Operational Delivery","Outside London","AO","27955","25895","25120","24440"
"In post","2021","Ministry of Justice","Operational Delivery","Outside London","EO","7145","6765","28260","27380"
"In post","2021","Ministry of Justice","Operational Delivery","Outside London","G6","150","145","86490","85650"
"In post","2021","Ministry of Justice","Operational Delivery","Outside London","G7","405","395","56870","53790"
"In post","2021","Ministry of Justice","Operational Delivery","Outside London","HEO","3740","3525","34040","36410"
"In post","2021","Ministry of Justice","Operational Delivery","Outside London","SCS level","70","70","93020","98820"
"In post","2021","Ministry of Justice","Operational Delivery","Outside London","SEO","1620","1580","47140","48740"
"In post","2021","Ministry of Justice","Operational Delivery","Outside London","Unknown","10440","9585","29330","28200"
"In post","2021","Ministry of Justice","Operational Delivery","Unknown","AA","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Justice","Operational Delivery","Unknown","AO","15","10","20530","19930"
"In post","2021","Ministry of Justice","Operational Delivery","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Justice","Operational Delivery","Unknown","G7","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Justice","Operational Delivery","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Justice","Operational Research","London","AO","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Justice","Operational Research","London","EO","5","5","[c]","[c]"
"In post","2021","Ministry of Justice","Operational Research","London","G7","35","35","62350","58230"
"In post","2021","Ministry of Justice","Operational Research","London","HEO","25","25","34320","33930"
"In post","2021","Ministry of Justice","Operational Research","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Justice","Operational Research","London","SEO","25","25","42130","40480"
"In post","2021","Ministry of Justice","Operational Research","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Justice","Operational Research","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Justice","Operational Research","Outside London","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Justice","Other","London","AO","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Justice","Other","London","EO","10","10","27820","26410"
"In post","2021","Ministry of Justice","Other","London","G7","5","5","[c]","[c]"
"In post","2021","Ministry of Justice","Other","London","HEO","35","35","33410","33400"
"In post","2021","Ministry of Justice","Other","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Justice","Other","London","SEO","10","10","39360","36800"
"In post","2021","Ministry of Justice","Planning","London","G7","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Justice","Planning","London","SEO","[c]","[c]","[c]","[c]"
