"Status","Year","Age","Disability","Profession_of_post","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","50-59","Declared disabled","Statistics","EO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Declared disabled","Statistics","G6","5","5","[c]","[c]"
"In post","2021","50-59","Declared disabled","Statistics","G7","10","10","[c]","[c]"
"In post","2021","50-59","Declared disabled","Statistics","HEO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Declared disabled","Statistics","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Declared disabled","Statistics","SEO","5","5","[c]","[c]"
"In post","2021","50-59","Declared disabled","Tax","AO","35","35","21190","20140"
"In post","2021","50-59","Declared disabled","Tax","EO","115","105","27510","27650"
"In post","2021","50-59","Declared disabled","Tax","G6","20","20","[c]","[c]"
"In post","2021","50-59","Declared disabled","Tax","G7","55","55","53990","52680"
"In post","2021","50-59","Declared disabled","Tax","HEO","165","155","33640","31870"
"In post","2021","50-59","Declared disabled","Tax","SCS level","5","5","[c]","[c]"
"In post","2021","50-59","Declared disabled","Tax","SEO","85","80","39690","38640"
"In post","2021","50-59","Declared disabled","Unknown","AA","75","65","21100","20230"
"In post","2021","50-59","Declared disabled","Unknown","AO","2020","1730","21180","21010"
"In post","2021","50-59","Declared disabled","Unknown","EO","3500","3155","28060","27570"
"In post","2021","50-59","Declared disabled","Unknown","G6","75","75","69350","68530"
"In post","2021","50-59","Declared disabled","Unknown","G7","190","185","54240","54070"
"In post","2021","50-59","Declared disabled","Unknown","HEO","645","610","33950","33400"
"In post","2021","50-59","Declared disabled","Unknown","SCS level","40","40","101770","94000"
"In post","2021","50-59","Declared disabled","Unknown","SEO","290","280","39960","39190"
"In post","2021","50-59","Declared disabled","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Declared disabled","Veterinarian","EO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Declared disabled","Veterinarian","G6","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Declared disabled","Veterinarian","G7","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Declared disabled","Veterinarian","HEO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Declared disabled","Veterinarian","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Declared disabled","Veterinarian","SEO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Declared non-disabled","Commercial","AA","5","5","[c]","[c]"
"In post","2021","50-59","Declared non-disabled","Commercial","AO","45","45","22610","22080"
"In post","2021","50-59","Declared non-disabled","Commercial","EO","95","90","27550","27230"
"In post","2021","50-59","Declared non-disabled","Commercial","G6","90","85","70750","69160"
"In post","2021","50-59","Declared non-disabled","Commercial","G7","170","170","56240","54020"
"In post","2021","50-59","Declared non-disabled","Commercial","HEO","190","185","33220","33300"
"In post","2021","50-59","Declared non-disabled","Commercial","SCS level","30","30","[c]","[c]"
"In post","2021","50-59","Declared non-disabled","Commercial","SEO","350","345","43460","42080"
"In post","2021","50-59","Declared non-disabled","Commercial","Unknown","30","30","48800","43290"
"In post","2021","50-59","Declared non-disabled","Communications","AA","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Declared non-disabled","Communications","AO","30","30","22100","21580"
"In post","2021","50-59","Declared non-disabled","Communications","EO","90","85","28460","28130"
"In post","2021","50-59","Declared non-disabled","Communications","G6","40","40","68940","68780"
"In post","2021","50-59","Declared non-disabled","Communications","G7","85","80","54640","54300"
"In post","2021","50-59","Declared non-disabled","Communications","HEO","135","130","34560","33830"
"In post","2021","50-59","Declared non-disabled","Communications","SCS level","20","20","[c]","[c]"
"In post","2021","50-59","Declared non-disabled","Communications","SEO","110","105","41860","41010"
"In post","2021","50-59","Declared non-disabled","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Declared non-disabled","Corporate Finance","AO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Declared non-disabled","Corporate Finance","EO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Declared non-disabled","Corporate Finance","G6","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Declared non-disabled","Corporate Finance","G7","10","10","[c]","[c]"
"In post","2021","50-59","Declared non-disabled","Corporate Finance","HEO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Declared non-disabled","Corporate Finance","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Declared non-disabled","Corporate Finance","SEO","5","5","[c]","[c]"
"In post","2021","50-59","Declared non-disabled","Counter Fraud","AA","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Declared non-disabled","Counter Fraud","AO","15","10","[c]","[c]"
"In post","2021","50-59","Declared non-disabled","Counter Fraud","EO","40","35","26870","25580"
"In post","2021","50-59","Declared non-disabled","Counter Fraud","G6","15","15","[c]","[c]"
"In post","2021","50-59","Declared non-disabled","Counter Fraud","G7","25","25","[c]","[c]"
"In post","2021","50-59","Declared non-disabled","Counter Fraud","HEO","60","55","35940","35530"
"In post","2021","50-59","Declared non-disabled","Counter Fraud","SCS level","5","5","[c]","[c]"
"In post","2021","50-59","Declared non-disabled","Counter Fraud","SEO","55","55","43100","42520"
"In post","2021","50-59","Declared non-disabled","Digital, Data and Technology","AA","5","5","[c]","[c]"
"In post","2021","50-59","Declared non-disabled","Digital, Data and Technology","AO","55","50","22260","21580"
"In post","2021","50-59","Declared non-disabled","Digital, Data and Technology","EO","300","290","28450","27260"
"In post","2021","50-59","Declared non-disabled","Digital, Data and Technology","G6","160","155","68630","67940"
"In post","2021","50-59","Declared non-disabled","Digital, Data and Technology","G7","535","530","55610","53850"
"In post","2021","50-59","Declared non-disabled","Digital, Data and Technology","HEO","505","490","34480","33730"
"In post","2021","50-59","Declared non-disabled","Digital, Data and Technology","SCS level","60","60","91620","84800"
"In post","2021","50-59","Declared non-disabled","Digital, Data and Technology","SEO","635","625","42350","41990"
"In post","2021","50-59","Declared non-disabled","Digital, Data and Technology","Unknown","5","5","[c]","[c]"
"In post","2021","50-59","Declared non-disabled","Economics","AO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Declared non-disabled","Economics","EO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Declared non-disabled","Economics","G6","30","25","[c]","[c]"
"In post","2021","50-59","Declared non-disabled","Economics","G7","35","35","58240","58740"
"In post","2021","50-59","Declared non-disabled","Economics","HEO","5","5","[c]","[c]"
"In post","2021","50-59","Declared non-disabled","Economics","SCS level","15","15","[c]","[c]"
"In post","2021","50-59","Declared non-disabled","Economics","SEO","5","5","[c]","[c]"
"In post","2021","50-59","Declared non-disabled","Finance","AA","10","10","[c]","[c]"
"In post","2021","50-59","Declared non-disabled","Finance","AO","275","230","21460","21440"
"In post","2021","50-59","Declared non-disabled","Finance","EO","325","305","27330","26810"
"In post","2021","50-59","Declared non-disabled","Finance","G6","155","150","68640","68140"
"In post","2021","50-59","Declared non-disabled","Finance","G7","330","325","56700","56730"
"In post","2021","50-59","Declared non-disabled","Finance","HEO","365","355","34240","33300"
"In post","2021","50-59","Declared non-disabled","Finance","SCS level","85","85","94300","89070"
"In post","2021","50-59","Declared non-disabled","Finance","SEO","440","435","42630","41860"
"In post","2021","50-59","Declared non-disabled","Finance","Unknown","20","20","[c]","[c]"
"In post","2021","50-59","Declared non-disabled","Human Resources","AA","10","10","[c]","[c]"
"In post","2021","50-59","Declared non-disabled","Human Resources","AO","245","225","21710","21580"
"In post","2021","50-59","Declared non-disabled","Human Resources","EO","235","220","27440","26850"
"In post","2021","50-59","Declared non-disabled","Human Resources","G6","140","140","67920","66720"
"In post","2021","50-59","Declared non-disabled","Human Resources","G7","280","270","55710","54890"
"In post","2021","50-59","Declared non-disabled","Human Resources","HEO","325","310","33830","33300"
"In post","2021","50-59","Declared non-disabled","Human Resources","SCS level","50","50","89760","85830"
"In post","2021","50-59","Declared non-disabled","Human Resources","SEO","305","295","42930","42470"
"In post","2021","50-59","Declared non-disabled","Human Resources","Unknown","10","10","[c]","[c]"
"In post","2021","50-59","Declared non-disabled","Inspector of Education and Training","G6","65","65","80710","85550"
"In post","2021","50-59","Declared non-disabled","Inspector of Education and Training","G7","150","150","73690","75500"
"In post","2021","50-59","Declared non-disabled","Inspector of Education and Training","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Declared non-disabled","Inspector of Education and Training","SEO","100","100","51200","51360"
"In post","2021","50-59","Declared non-disabled","Intelligence Analysis","AA","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Declared non-disabled","Intelligence Analysis","AO","40","35","23900","24110"
"In post","2021","50-59","Declared non-disabled","Intelligence Analysis","EO","295","280","28300","27370"
"In post","2021","50-59","Declared non-disabled","Intelligence Analysis","G6","10","10","[c]","[c]"
"In post","2021","50-59","Declared non-disabled","Intelligence Analysis","G7","50","50","58780","59160"
"In post","2021","50-59","Declared non-disabled","Intelligence Analysis","HEO","125","125","34260","33560"
"In post","2021","50-59","Declared non-disabled","Intelligence Analysis","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Declared non-disabled","Intelligence Analysis","SEO","75","75","43150","43390"
"In post","2021","50-59","Declared non-disabled","Internal Audit","AO","10","5","[c]","[c]"
"In post","2021","50-59","Declared non-disabled","Internal Audit","EO","10","10","[c]","[c]"
"In post","2021","50-59","Declared non-disabled","Internal Audit","G6","30","30","67810","65080"
"In post","2021","50-59","Declared non-disabled","Internal Audit","G7","40","40","54870","54290"
"In post","2021","50-59","Declared non-disabled","Internal Audit","HEO","40","40","35230","33960"
"In post","2021","50-59","Declared non-disabled","Internal Audit","SCS level","10","10","[c]","[c]"
"In post","2021","50-59","Declared non-disabled","Internal Audit","SEO","105","95","45020","43950"
"In post","2021","50-59","Declared non-disabled","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Declared non-disabled","International Trade","AO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Declared non-disabled","International Trade","EO","10","10","[c]","[c]"
"In post","2021","50-59","Declared non-disabled","International Trade","G6","30","30","[c]","[c]"
"In post","2021","50-59","Declared non-disabled","International Trade","G7","45","45","53030","51970"
"In post","2021","50-59","Declared non-disabled","International Trade","HEO","35","35","33450","33840"
"In post","2021","50-59","Declared non-disabled","International Trade","SCS level","15","15","[c]","[c]"
"In post","2021","50-59","Declared non-disabled","International Trade","SEO","35","35","39170","38810"
"In post","2021","50-59","Declared non-disabled","Knowledge and Information Management","AA","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Declared non-disabled","Knowledge and Information Management","AO","70","65","22510","21960"
"In post","2021","50-59","Declared non-disabled","Knowledge and Information Management","EO","105","100","27620","27260"
"In post","2021","50-59","Declared non-disabled","Knowledge and Information Management","G6","20","20","[c]","[c]"
"In post","2021","50-59","Declared non-disabled","Knowledge and Information Management","G7","70","65","55310","54540"
"In post","2021","50-59","Declared non-disabled","Knowledge and Information Management","HEO","110","105","34000","33300"
"In post","2021","50-59","Declared non-disabled","Knowledge and Information Management","SCS level","5","5","[c]","[c]"
"In post","2021","50-59","Declared non-disabled","Knowledge and Information Management","SEO","105","100","42100","41600"
"In post","2021","50-59","Declared non-disabled","Knowledge and Information Management","Unknown","5","5","[c]","[c]"
"In post","2021","50-59","Declared non-disabled","Legal","AA","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Declared non-disabled","Legal","AO","60","55","21490","21440"
"In post","2021","50-59","Declared non-disabled","Legal","EO","225","215","28060","28130"
"In post","2021","50-59","Declared non-disabled","Legal","G6","270","255","72410","71660"
"In post","2021","50-59","Declared non-disabled","Legal","G7","945","885","59190","58590"
"In post","2021","50-59","Declared non-disabled","Legal","HEO","315","305","34060","33840"
"In post","2021","50-59","Declared non-disabled","Legal","SCS level","135","130","90760","84740"
"In post","2021","50-59","Declared non-disabled","Legal","SEO","445","410","44280","43460"
"In post","2021","50-59","Declared non-disabled","Legal","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Declared non-disabled","Medicine","AA","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Declared non-disabled","Medicine","AO","40","40","22690","22640"
"In post","2021","50-59","Declared non-disabled","Medicine","EO","60","55","31280","30620"
"In post","2021","50-59","Declared non-disabled","Medicine","G6","45","40","80170","74070"
"In post","2021","50-59","Declared non-disabled","Medicine","G7","95","85","75310","80700"
"In post","2021","50-59","Declared non-disabled","Medicine","HEO","85","80","37670","37890"
"In post","2021","50-59","Declared non-disabled","Medicine","SCS level","85","75","108550","107460"
"In post","2021","50-59","Declared non-disabled","Medicine","SEO","35","35","44410","44500"
"In post","2021","50-59","Declared non-disabled","Operational Delivery","AA","2035","1820","19950","20600"
"In post","2021","50-59","Declared non-disabled","Operational Delivery","AO","10530","9420","23510","21440"
"In post","2021","50-59","Declared non-disabled","Operational Delivery","EO","8960","8275","27850","27130"
"In post","2021","50-59","Declared non-disabled","Operational Delivery","G6","540","535","70570","68440"
"In post","2021","50-59","Declared non-disabled","Operational Delivery","G7","1330","1310","56100","54430"
"In post","2021","50-59","Declared non-disabled","Operational Delivery","HEO","4420","4210","34020","33840"
"In post","2021","50-59","Declared non-disabled","Operational Delivery","SCS level","240","240","93750","87210"
"In post","2021","50-59","Declared non-disabled","Operational Delivery","SEO","2530","2460","43840","41340"
"In post","2021","50-59","Declared non-disabled","Operational Delivery","Unknown","1945","1825","31780","30230"
"In post","2021","50-59","Declared non-disabled","Operational Research","AO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Declared non-disabled","Operational Research","EO","5","5","[c]","[c]"
"In post","2021","50-59","Declared non-disabled","Operational Research","G6","10","10","[c]","[c]"
"In post","2021","50-59","Declared non-disabled","Operational Research","G7","65","65","52980","52880"
"In post","2021","50-59","Declared non-disabled","Operational Research","HEO","10","10","[c]","[c]"
"In post","2021","50-59","Declared non-disabled","Operational Research","SCS level","10","10","[c]","[c]"
"In post","2021","50-59","Declared non-disabled","Operational Research","SEO","25","20","[c]","[c]"
"In post","2021","50-59","Declared non-disabled","Other","AA","555","535","19310","18800"
"In post","2021","50-59","Declared non-disabled","Other","AO","1510","1460","21670","21130"
"In post","2021","50-59","Declared non-disabled","Other","EO","1145","1095","26940","26670"
"In post","2021","50-59","Declared non-disabled","Other","G6","165","160","73910","70460"
"In post","2021","50-59","Declared non-disabled","Other","G7","270","265","56910","55480"
"In post","2021","50-59","Declared non-disabled","Other","HEO","715","700","32980","33300"
"In post","2021","50-59","Declared non-disabled","Other","SCS level","75","70","95920","87240"
"In post","2021","50-59","Declared non-disabled","Other","SEO","415","410","41830","41040"
"In post","2021","50-59","Declared non-disabled","Other","Unknown","70","70","43840","38300"
"In post","2021","50-59","Declared non-disabled","Planning","AO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Declared non-disabled","Planning","EO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Declared non-disabled","Planning","G6","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Declared non-disabled","Planning","G7","5","5","[c]","[c]"
"In post","2021","50-59","Declared non-disabled","Planning","HEO","5","5","[c]","[c]"
"In post","2021","50-59","Declared non-disabled","Planning","SCS level","5","5","[c]","[c]"
"In post","2021","50-59","Declared non-disabled","Planning","SEO","10","10","[c]","[c]"
"In post","2021","50-59","Declared non-disabled","Planning Inspectors","G6","55","50","63900","58810"
"In post","2021","50-59","Declared non-disabled","Planning Inspectors","G7","30","30","48860","47660"
"In post","2021","50-59","Declared non-disabled","Planning Inspectors","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Declared non-disabled","Policy","AA","10","10","[c]","[c]"
"In post","2021","50-59","Declared non-disabled","Policy","AO","140","135","24180","23830"
"In post","2021","50-59","Declared non-disabled","Policy","EO","405","395","29370","29040"
"In post","2021","50-59","Declared non-disabled","Policy","G6","540","530","68650","68200"
"In post","2021","50-59","Declared non-disabled","Policy","G7","1035","1015","56680","56600"
"In post","2021","50-59","Declared non-disabled","Policy","HEO","695","675","35380","35070"
"In post","2021","50-59","Declared non-disabled","Policy","SCS level","360","355","91820","82580"
"In post","2021","50-59","Declared non-disabled","Policy","SEO","780","755","42380","41950"
"In post","2021","50-59","Declared non-disabled","Policy","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Declared non-disabled","Project Delivery","AA","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Declared non-disabled","Project Delivery","AO","60","60","21960","21430"
"In post","2021","50-59","Declared non-disabled","Project Delivery","EO","325","305","27560","26670"
"In post","2021","50-59","Declared non-disabled","Project Delivery","G6","330","325","67110","66230"
"In post","2021","50-59","Declared non-disabled","Project Delivery","G7","790","775","54020","54540"
"In post","2021","50-59","Declared non-disabled","Project Delivery","HEO","690","670","33490","33300"
"In post","2021","50-59","Declared non-disabled","Project Delivery","SCS level","160","155","94650","86470"
"In post","2021","50-59","Declared non-disabled","Project Delivery","SEO","965","945","40770","40580"
"In post","2021","50-59","Declared non-disabled","Project Delivery","Unknown","105","100","51420","53570"
"In post","2021","50-59","Declared non-disabled","Property","AA","135","130","17950","17230"
"In post","2021","50-59","Declared non-disabled","Property","AO","110","100","22190","21430"
"In post","2021","50-59","Declared non-disabled","Property","EO","360","345","27440","26670"
"In post","2021","50-59","Declared non-disabled","Property","G6","125","125","67180","65490"
"In post","2021","50-59","Declared non-disabled","Property","G7","275","270","55230","54990"
"In post","2021","50-59","Declared non-disabled","Property","HEO","425","415","33670","33300"
"In post","2021","50-59","Declared non-disabled","Property","SCS level","25","25","[c]","[c]"
"In post","2021","50-59","Declared non-disabled","Property","SEO","400","390","42760","42170"
"In post","2021","50-59","Declared non-disabled","Property","Unknown","5","5","[c]","[c]"
"In post","2021","50-59","Declared non-disabled","Psychology","AA","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Declared non-disabled","Psychology","AO","10","10","[c]","[c]"
"In post","2021","50-59","Declared non-disabled","Psychology","EO","35","35","27290","27380"
"In post","2021","50-59","Declared non-disabled","Psychology","G6","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Declared non-disabled","Psychology","G7","15","10","[c]","[c]"
"In post","2021","50-59","Declared non-disabled","Psychology","HEO","10","10","[c]","[c]"
"In post","2021","50-59","Declared non-disabled","Psychology","SEO","20","15","[c]","[c]"
"In post","2021","50-59","Declared non-disabled","Psychology","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Declared non-disabled","Science and Engineering","AA","20","20","[c]","[c]"
"In post","2021","50-59","Declared non-disabled","Science and Engineering","AO","235","225","22150","22500"
"In post","2021","50-59","Declared non-disabled","Science and Engineering","EO","245","240","26790","26670"
"In post","2021","50-59","Declared non-disabled","Science and Engineering","G6","170","160","69190","67050"
"In post","2021","50-59","Declared non-disabled","Science and Engineering","G7","495","480","53740","53860"
"In post","2021","50-59","Declared non-disabled","Science and Engineering","HEO","400","390","34580","33660"
"In post","2021","50-59","Declared non-disabled","Science and Engineering","SCS level","45","40","94380","89520"
"In post","2021","50-59","Declared non-disabled","Science and Engineering","SEO","670","645","42550","42000"
"In post","2021","50-59","Declared non-disabled","Science and Engineering","Unknown","125","125","45350","44990"
"In post","2021","50-59","Declared non-disabled","Security","AA","665","660","20060","19560"
"In post","2021","50-59","Declared non-disabled","Security","AO","555","545","33730","39070"
"In post","2021","50-59","Declared non-disabled","Security","EO","270","265","34810","31920"
"In post","2021","50-59","Declared non-disabled","Security","G6","20","20","[c]","[c]"
"In post","2021","50-59","Declared non-disabled","Security","G7","70","70","56900","55200"
"In post","2021","50-59","Declared non-disabled","Security","HEO","200","200","40790","36440"
"In post","2021","50-59","Declared non-disabled","Security","SCS level","10","10","[c]","[c]"
"In post","2021","50-59","Declared non-disabled","Security","SEO","150","150","47520","44030"
"In post","2021","50-59","Declared non-disabled","Security","Unknown","20","15","[c]","[c]"
"In post","2021","50-59","Declared non-disabled","Social Research","EO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Declared non-disabled","Social Research","G6","10","10","[c]","[c]"
"In post","2021","50-59","Declared non-disabled","Social Research","G7","30","30","57210","57650"
"In post","2021","50-59","Declared non-disabled","Social Research","HEO","5","5","[c]","[c]"
"In post","2021","50-59","Declared non-disabled","Social Research","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Declared non-disabled","Social Research","SEO","50","50","45270","47000"
"In post","2021","50-59","Declared non-disabled","Statistics","AO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Declared non-disabled","Statistics","EO","25","25","[c]","[c]"
"In post","2021","50-59","Declared non-disabled","Statistics","G6","20","20","[c]","[c]"
"In post","2021","50-59","Declared non-disabled","Statistics","G7","70","70","56750","58990"
"In post","2021","50-59","Declared non-disabled","Statistics","HEO","40","40","34050","33640"
"In post","2021","50-59","Declared non-disabled","Statistics","SCS level","15","15","[c]","[c]"
"In post","2021","50-59","Declared non-disabled","Statistics","SEO","35","35","41870","41500"
"In post","2021","50-59","Declared non-disabled","Tax","AO","180","165","20620","20140"
"In post","2021","50-59","Declared non-disabled","Tax","EO","535","495","27630","28130"
"In post","2021","50-59","Declared non-disabled","Tax","G6","195","190","67380","64670"
"In post","2021","50-59","Declared non-disabled","Tax","G7","395","385","54090","52580"
"In post","2021","50-59","Declared non-disabled","Tax","HEO","860","820","33610","31870"
"In post","2021","50-59","Declared non-disabled","Tax","SCS level","30","30","81770","79380"
"In post","2021","50-59","Declared non-disabled","Tax","SEO","500","485","39510","38630"
"In post","2021","50-59","Declared non-disabled","Unknown","AA","195","180","21000","20230"
"In post","2021","50-59","Declared non-disabled","Unknown","AO","7840","6765","21220","21010"
"In post","2021","50-59","Declared non-disabled","Unknown","EO","12715","11600","28100","27570"
"In post","2021","50-59","Declared non-disabled","Unknown","G6","715","705","68960","69160"
"In post","2021","50-59","Declared non-disabled","Unknown","G7","1255","1225","54480","54070"
"In post","2021","50-59","Declared non-disabled","Unknown","HEO","3150","3030","33950","33300"
"In post","2021","50-59","Declared non-disabled","Unknown","SCS level","355","350","98640","87730"
"In post","2021","50-59","Declared non-disabled","Unknown","SEO","1630","1590","40210","39300"
"In post","2021","50-59","Declared non-disabled","Unknown","Unknown","50","50","[c]","[c]"
"In post","2021","50-59","Declared non-disabled","Veterinarian","EO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Declared non-disabled","Veterinarian","G6","10","10","[c]","[c]"
"In post","2021","50-59","Declared non-disabled","Veterinarian","G7","30","30","[c]","[c]"
"In post","2021","50-59","Declared non-disabled","Veterinarian","HEO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Declared non-disabled","Veterinarian","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Declared non-disabled","Veterinarian","SEO","40","40","46700","50010"
"In post","2021","50-59","Undeclared","Commercial","AO","5","5","[c]","[c]"
"In post","2021","50-59","Undeclared","Commercial","EO","10","10","[c]","[c]"
"In post","2021","50-59","Undeclared","Commercial","G6","10","10","[c]","[c]"
"In post","2021","50-59","Undeclared","Commercial","G7","20","20","[c]","[c]"
"In post","2021","50-59","Undeclared","Commercial","HEO","20","20","[c]","[c]"
"In post","2021","50-59","Undeclared","Commercial","SEO","60","55","45950","42840"
"In post","2021","50-59","Undeclared","Commercial","Unknown","5","5","[c]","[c]"
"In post","2021","50-59","Undeclared","Communications","AO","5","5","[c]","[c]"
"In post","2021","50-59","Undeclared","Communications","EO","10","10","[c]","[c]"
"In post","2021","50-59","Undeclared","Communications","G6","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Undeclared","Communications","G7","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Undeclared","Communications","HEO","10","10","[c]","[c]"
"In post","2021","50-59","Undeclared","Communications","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Undeclared","Communications","SEO","10","10","[c]","[c]"
"In post","2021","50-59","Undeclared","Corporate Finance","G7","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Undeclared","Counter Fraud","EO","5","5","[c]","[c]"
"In post","2021","50-59","Undeclared","Counter Fraud","G6","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Undeclared","Counter Fraud","G7","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Undeclared","Counter Fraud","HEO","10","10","[c]","[c]"
"In post","2021","50-59","Undeclared","Counter Fraud","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Undeclared","Counter Fraud","SEO","10","10","[c]","[c]"
"In post","2021","50-59","Undeclared","Digital, Data and Technology","AO","10","10","[c]","[c]"
"In post","2021","50-59","Undeclared","Digital, Data and Technology","EO","30","30","[c]","[c]"
"In post","2021","50-59","Undeclared","Digital, Data and Technology","G6","15","15","[c]","[c]"
"In post","2021","50-59","Undeclared","Digital, Data and Technology","G7","40","40","56190","55660"
"In post","2021","50-59","Undeclared","Digital, Data and Technology","HEO","75","75","34350","33440"
"In post","2021","50-59","Undeclared","Digital, Data and Technology","SEO","60","60","41550","41230"
"In post","2021","50-59","Undeclared","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Undeclared","Economics","G6","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Undeclared","Economics","G7","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Undeclared","Economics","HEO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Undeclared","Economics","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Undeclared","Economics","SEO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Undeclared","Finance","AA","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Undeclared","Finance","AO","35","35","21330","21440"
"In post","2021","50-59","Undeclared","Finance","EO","40","35","27290","26760"
"In post","2021","50-59","Undeclared","Finance","G6","10","10","[c]","[c]"
"In post","2021","50-59","Undeclared","Finance","G7","25","25","[c]","[c]"
"In post","2021","50-59","Undeclared","Finance","HEO","30","30","34050","33730"
"In post","2021","50-59","Undeclared","Finance","SEO","40","40","42710","43030"
"In post","2021","50-59","Undeclared","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Undeclared","Human Resources","AO","25","20","[c]","[c]"
"In post","2021","50-59","Undeclared","Human Resources","EO","25","25","[c]","[c]"
"In post","2021","50-59","Undeclared","Human Resources","G6","5","5","[c]","[c]"
"In post","2021","50-59","Undeclared","Human Resources","G7","25","25","[c]","[c]"
"In post","2021","50-59","Undeclared","Human Resources","HEO","45","45","33730","33300"
"In post","2021","50-59","Undeclared","Human Resources","SCS level","5","5","[c]","[c]"
"In post","2021","50-59","Undeclared","Human Resources","SEO","35","35","45670","44980"
"In post","2021","50-59","Undeclared","Intelligence Analysis","AO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Undeclared","Intelligence Analysis","EO","55","55","28960","28080"
"In post","2021","50-59","Undeclared","Intelligence Analysis","G6","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Undeclared","Intelligence Analysis","G7","5","5","[c]","[c]"
"In post","2021","50-59","Undeclared","Intelligence Analysis","HEO","25","25","[c]","[c]"
"In post","2021","50-59","Undeclared","Intelligence Analysis","SEO","10","10","[c]","[c]"
"In post","2021","50-59","Undeclared","Internal Audit","AO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Undeclared","Internal Audit","EO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Undeclared","Internal Audit","G6","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Undeclared","Internal Audit","G7","5","5","[c]","[c]"
"In post","2021","50-59","Undeclared","Internal Audit","HEO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Undeclared","Internal Audit","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Undeclared","Internal Audit","SEO","5","5","[c]","[c]"
"In post","2021","50-59","Undeclared","International Trade","G6","[c]","[c]","[c]","[c]"
