"Status","Year","Age","Disability","Profession_of_post","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","20-29","Declared disabled","Security","HEO","5","5","[c]","[c]"
"In post","2021","20-29","Declared disabled","Security","SEO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","Social Research","AA","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","Social Research","AO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","Social Research","EO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","Social Research","G6","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","Social Research","G7","5","5","[c]","[c]"
"In post","2021","20-29","Declared disabled","Social Research","HEO","15","15","[c]","[c]"
"In post","2021","20-29","Declared disabled","Social Research","SEO","10","10","[c]","[c]"
"In post","2021","20-29","Declared disabled","Statistics","AA","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","Statistics","AO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","Statistics","EO","10","10","[c]","[c]"
"In post","2021","20-29","Declared disabled","Statistics","G6","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","Statistics","G7","5","5","[c]","[c]"
"In post","2021","20-29","Declared disabled","Statistics","HEO","20","20","[c]","[c]"
"In post","2021","20-29","Declared disabled","Statistics","SEO","15","15","[c]","[c]"
"In post","2021","20-29","Declared disabled","Tax","AO","45","40","20320","20140"
"In post","2021","20-29","Declared disabled","Tax","EO","40","35","25420","25560"
"In post","2021","20-29","Declared disabled","Tax","G6","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","Tax","G7","10","10","[c]","[c]"
"In post","2021","20-29","Declared disabled","Tax","HEO","40","40","31930","31810"
"In post","2021","20-29","Declared disabled","Tax","SEO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","Unknown","AA","35","30","20720","20060"
"In post","2021","20-29","Declared disabled","Unknown","AO","480","460","21520","21010"
"In post","2021","20-29","Declared disabled","Unknown","EO","775","760","28210","27570"
"In post","2021","20-29","Declared disabled","Unknown","G6","10","5","[c]","[c]"
"In post","2021","20-29","Declared disabled","Unknown","G7","40","40","53820","54700"
"In post","2021","20-29","Declared disabled","Unknown","HEO","180","175","33390","33230"
"In post","2021","20-29","Declared disabled","Unknown","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","Unknown","SEO","40","35","39760","39980"
"In post","2021","20-29","Declared disabled","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","Veterinarian","EO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","Veterinarian","HEO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","Veterinarian","SEO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","Commercial","AA","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","Commercial","AO","25","25","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","Commercial","EO","165","165","24530","25000"
"In post","2021","20-29","Declared non-disabled","Commercial","G6","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","Commercial","G7","10","10","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","Commercial","HEO","200","200","31400","31480"
"In post","2021","20-29","Declared non-disabled","Commercial","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","Commercial","SEO","90","90","38650","38220"
"In post","2021","20-29","Declared non-disabled","Commercial","Unknown","45","45","28020","26670"
"In post","2021","20-29","Declared non-disabled","Communications","AA","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","Communications","AO","45","45","22920","22530"
"In post","2021","20-29","Declared non-disabled","Communications","EO","95","95","27060","26670"
"In post","2021","20-29","Declared non-disabled","Communications","G6","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","Communications","G7","30","30","54150","53420"
"In post","2021","20-29","Declared non-disabled","Communications","HEO","185","185","34160","33210"
"In post","2021","20-29","Declared non-disabled","Communications","SEO","95","95","41740","41760"
"In post","2021","20-29","Declared non-disabled","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","Corporate Finance","AO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","Corporate Finance","EO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","Corporate Finance","G6","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","Corporate Finance","G7","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","Corporate Finance","HEO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","Corporate Finance","SEO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","Counter Fraud","AA","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","Counter Fraud","AO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","Counter Fraud","EO","15","15","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","Counter Fraud","HEO","15","15","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","Counter Fraud","SEO","5","5","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","Digital, Data and Technology","AA","10","10","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","Digital, Data and Technology","AO","45","45","21900","21590"
"In post","2021","20-29","Declared non-disabled","Digital, Data and Technology","EO","280","275","26430","26130"
"In post","2021","20-29","Declared non-disabled","Digital, Data and Technology","G6","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","Digital, Data and Technology","G7","80","80","53690","52910"
"In post","2021","20-29","Declared non-disabled","Digital, Data and Technology","HEO","370","365","32870","32210"
"In post","2021","20-29","Declared non-disabled","Digital, Data and Technology","SEO","220","215","41090","41760"
"In post","2021","20-29","Declared non-disabled","Digital, Data and Technology","Unknown","5","5","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","Economics","AA","5","5","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","Economics","AO","45","45","23900","24120"
"In post","2021","20-29","Declared non-disabled","Economics","EO","40","40","27490","27680"
"In post","2021","20-29","Declared non-disabled","Economics","G6","5","5","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","Economics","G7","165","165","54530","54760"
"In post","2021","20-29","Declared non-disabled","Economics","HEO","410","410","33730","33880"
"In post","2021","20-29","Declared non-disabled","Economics","SEO","55","55","40480","41950"
"In post","2021","20-29","Declared non-disabled","Economics","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","Finance","AA","5","5","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","Finance","AO","70","65","21860","21430"
"In post","2021","20-29","Declared non-disabled","Finance","EO","240","240","25270","25860"
"In post","2021","20-29","Declared non-disabled","Finance","G6","10","10","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","Finance","G7","70","70","54640","54650"
"In post","2021","20-29","Declared non-disabled","Finance","HEO","225","225","33140","32980"
"In post","2021","20-29","Declared non-disabled","Finance","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","Finance","SEO","120","120","40620","40000"
"In post","2021","20-29","Declared non-disabled","Finance","Unknown","25","25","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","Human Resources","AA","10","10","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","Human Resources","AO","125","120","21890","20920"
"In post","2021","20-29","Declared non-disabled","Human Resources","EO","175","170","25820","26350"
"In post","2021","20-29","Declared non-disabled","Human Resources","G6","10","10","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","Human Resources","G7","60","60","54330","53600"
"In post","2021","20-29","Declared non-disabled","Human Resources","HEO","230","230","31760","32000"
"In post","2021","20-29","Declared non-disabled","Human Resources","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","Human Resources","SEO","70","70","39610","39470"
"In post","2021","20-29","Declared non-disabled","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","Intelligence Analysis","AO","10","10","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","Intelligence Analysis","EO","195","190","27150","26670"
"In post","2021","20-29","Declared non-disabled","Intelligence Analysis","G6","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","Intelligence Analysis","G7","15","15","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","Intelligence Analysis","HEO","115","115","34960","35500"
"In post","2021","20-29","Declared non-disabled","Intelligence Analysis","SEO","30","30","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","Internal Audit","AO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","Internal Audit","EO","5","5","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","Internal Audit","G7","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","Internal Audit","HEO","20","20","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","Internal Audit","SEO","5","5","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","International Trade","EO","25","25","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","International Trade","G6","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","International Trade","G7","45","45","51080","51970"
"In post","2021","20-29","Declared non-disabled","International Trade","HEO","85","85","32210","31910"
"In post","2021","20-29","Declared non-disabled","International Trade","SEO","45","45","38110","38540"
"In post","2021","20-29","Declared non-disabled","Knowledge and Information Management","AO","60","60","21780","20920"
"In post","2021","20-29","Declared non-disabled","Knowledge and Information Management","EO","65","65","25740","26350"
"In post","2021","20-29","Declared non-disabled","Knowledge and Information Management","G7","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","Knowledge and Information Management","HEO","65","65","31830","31800"
"In post","2021","20-29","Declared non-disabled","Knowledge and Information Management","SEO","25","25","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","Knowledge and Information Management","Unknown","10","10","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","Legal","AA","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","Legal","AO","25","25","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","Legal","EO","310","310","27700","25920"
"In post","2021","20-29","Declared non-disabled","Legal","G6","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","Legal","G7","130","130","51070","51120"
"In post","2021","20-29","Declared non-disabled","Legal","HEO","165","165","35320","36160"
"In post","2021","20-29","Declared non-disabled","Legal","SEO","100","100","37020","37230"
"In post","2021","20-29","Declared non-disabled","Medicine","AA","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","Medicine","AO","25","25","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","Medicine","EO","35","35","27670","26970"
"In post","2021","20-29","Declared non-disabled","Medicine","G7","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","Medicine","HEO","25","25","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","Medicine","SEO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","Operational Delivery","AA","955","915","20090","20600"
"In post","2021","20-29","Declared non-disabled","Operational Delivery","AO","8465","8220","23670","22350"
"In post","2021","20-29","Declared non-disabled","Operational Delivery","EO","3795","3745","26240","25560"
"In post","2021","20-29","Declared non-disabled","Operational Delivery","G6","5","5","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","Operational Delivery","G7","110","110","53220","53380"
"In post","2021","20-29","Declared non-disabled","Operational Delivery","HEO","1240","1225","31690","31810"
"In post","2021","20-29","Declared non-disabled","Operational Delivery","SEO","395","390","39270","38960"
"In post","2021","20-29","Declared non-disabled","Operational Delivery","Unknown","1545","1515","25610","23840"
"In post","2021","20-29","Declared non-disabled","Operational Research","AA","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","Operational Research","AO","10","10","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","Operational Research","EO","25","25","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","Operational Research","G6","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","Operational Research","G7","15","15","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","Operational Research","HEO","125","125","32060","31610"
"In post","2021","20-29","Declared non-disabled","Operational Research","SEO","45","45","39760","37880"
"In post","2021","20-29","Declared non-disabled","Operational Research","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","Other","AA","95","95","19510","19560"
"In post","2021","20-29","Declared non-disabled","Other","AO","310","305","21680","20920"
"In post","2021","20-29","Declared non-disabled","Other","EO","560","545","24430","25620"
"In post","2021","20-29","Declared non-disabled","Other","G6","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","Other","G7","75","75","53130","52580"
"In post","2021","20-29","Declared non-disabled","Other","HEO","365","365","31510","31980"
"In post","2021","20-29","Declared non-disabled","Other","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","Other","SEO","95","95","39130","39280"
"In post","2021","20-29","Declared non-disabled","Other","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","Planning","AO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","Planning","EO","5","5","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","Planning","G7","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","Planning","HEO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","Planning","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","Planning","SEO","5","5","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","Policy","AA","5","5","[c]","[c]"
